Index,Last Name,Given Name,Year,Location,Citation,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation,Interests
284,Bruckman,Amy S,2018,USA,For contributions to collaborative computing and foundational work in Internet research ethics.,https://awards.acm.org/award-recipients/bruckman_3906062,https://dblp.org/pid/b/AmyBruckman,,,[]
285,Dehon,Andre M,2018,USA,"For contributions to architecture exploration and design automation of spatially programmable computing fabrics, especially FPGAs",https://awards.acm.org/award-recipients/dehon_3448123,,,,[]
286,Wigderson,Avi,2018,USA,For contributions to theoretical computer science and mathematics,https://awards.acm.org/award-recipients/wigderson_3844537,https://dblp.org/pid/w/AviWigderson,,,[]
287,Manjunath,Bangalore S,2018,USA,"For contributions to image search and retrieval with applications in digital libraries, marine sciences, and biology",https://awards.acm.org/award-recipients/manjunath_5138235,https://dblp.org/pid/m/BSManjunath,https://scholar.google.com/citations?user=P9qLEo4AAAAJ,"… of Research, Swami Vivekananda Yoga Anusandhana Samsthana (S-VYASA) Bangalore",Yoga Ageing Psychophysiology rehabilitation meditation
288,Maggs,Bruce M,2018,USA,For contributions to the development of content distribution networks and the theory of computer networks,https://awards.acm.org/award-recipients/maggs_3684958,https://dblp.org/pid/m/BruceMMaggs,,,[]
289,Halperin,Dan,2018,Israel,For contributions to robust geometric computing and applications to robotics and automation,https://awards.acm.org/award-recipients/halperin_4119301,https://dblp.org/pid/h/DanHalperin,https://scholar.google.com/citations?user=2-e0jiEAAAAJ,"Professor of Computer Science, Tel Aviv University",computational geometry robust geometric computing robotics and automation motion planning
290,Parkes,David,2018,USA,"For contributions to computational markets, including novel mechanism design and incentive engineering methods",https://awards.acm.org/award-recipients/parkes_9764989,https://dblp.org/pid/198/5164,https://scholar.google.com/citations?user=JUn8PgwAAAAJ,"George F. Colony Professor of Computer Science, Harvard University",Economics and Computation Multi-Agent Systems
291,Keeton,Kimberly,2018,USA,"For contributions improving the dependability, manageability, and usability of storage and novel memory systems",https://awards.acm.org/award-recipients/keeton_4065769,https://dblp.org/pid/k/KimberlyKeeton,https://scholar.google.com/citations?user=wR_tv-kAAAAJ,Google,computer systems operating systems distributed systems storage and information management performance evaluation
292,Gerla,Mario,2018,USA,For contributions to design and analysis of mobile wireless protocols for vehicular safety and traffic applications,https://awards.acm.org/award-recipients/gerla_6390231,https://dblp.org/pid/g/MarioGerla,https://scholar.google.com/citations?user=mO3xwbwAAAAJ,,
293,Roughan,Matthew,2018,Australia,"For contributions to Internet measurement and analysis, with applications to network engineering",https://awards.acm.org/award-recipients/roughan_1189487,https://dblp.org/pid/72/6960,https://scholar.google.com/citations?user=Mnkm_NsAAAAJ,"School of Mathematical Sciences, University of Adelaide",Network Modelling Network Measurements Network Management
294,Hertzmann,Aaron,2018,USA,"For contributions to computer graphics, non-photorealistic rendering, computer animation, and machine learning",https://awards.acm.org/award-recipients/hertzmann_4551057,https://dblp.org/pid/91/3132,https://scholar.google.com/citations?user=ZcWO2AEAAAAJ,Adobe,Computer graphics computer vision machine learning human-computer interaction
295,Thuraisingham,Bhavani,2018,USA,"For contributions to methods, tools, and systems for security and privacy of data and applications",https://awards.acm.org/award-recipients/thuraisingham_2058444,https://dblp.org/pid/t/BMThuraisingham,https://scholar.google.com/citations?user=o_xUNWkAAAAJ,"Cyber Security Research and Education Institute, University of Texas at Dallas",Data Security Data Mining Social Computing
296,Tesauro,Gerald,2018,USA,"For contributions to reinforcement learning, neural networks, and intelligent autonomous agents",https://awards.acm.org/award-recipients/tesauro_3484462,https://dblp.org/pid/68/2197,https://scholar.google.com/citations?user=5_UCvUgAAAAJ,IBM Research,Machine Learning Reinforcement Learning Multi-Agent Learning
297,Leighton,Tom,2018,USA,"For his leadership in the establishment of content delivery networks, and his contributions to algorithm design",https://awards.acm.org/award-recipients/leighton_3453302,https://dblp.org/pid/l/FrankThomsonLeighton,https://scholar.google.com/citations?user=wF_uDfcAAAAJ,Leibniz-Institut zur Analyse des Biodiversitätswandels,
298,Belding,Elizabeth,2018,USA,For contributions to communication in mobile networks and their deployment in developing regions,https://awards.acm.org/award-recipients/belding_5044698,https://dblp.org/pid/b/EMBeldingRoyer,https://scholar.google.com/citations?user=3G79TTEAAAAJ,UC Santa Barbara,mobile networking wireless networks ICT4D
299,Voorhees,Ellen M,2018,USA,"For contributions in evaluation of information retrieval, question answering, and other language technologies",https://awards.acm.org/award-recipients/voorhees_3103744,https://dblp.org/pid/60/3753,,,[]
300,Li,Fei-Fei,2018,USA,For contributions in building large knowledge bases for machine learning and visual understanding,https://awards.acm.org/award-recipients/li_4289668,https://dblp.org/pid/79/2528,https://scholar.google.com/citations?user=rDfyQnIAAAAJ,"Professor of Computer Science, Stanford University",Artificial Intelligence Machine Learning Computer Vision Neuroscience
301,Mueller,Frank,2018,USA,"For contributions to the predictability of real-time systems, resilience in high-performance computing, and multi-threading techniques",https://awards.acm.org/award-recipients/mueller_3510757,https://dblp.org/pid/157/0077,https://scholar.google.com/citations?user=-EhNbmcAAAAJ,"Professor of Oceanography, College of Marine Science, University of South Florida",Oceanography nutrient cycling continental margins carbon flux climate change
302,Agha,Gul,2018,USA,"For research in concurrent programming and formal methods, specifically the Actor Model",https://awards.acm.org/award-recipients/agha_2268985,https://dblp.org/pid/a/GulAAgha,https://scholar.google.com/citations?user=orHlhhQAAAAJ,"Professor of Computer Science, University of Illinois at Urbana-Champaign and CEO …",Programming Languages Concurrency Theory Formal Methods Software Engineering Sensor Networks
303,Parulkar,Gurudatta,2018,USA,For contributions to improving the Internet architecture and open source software,https://awards.acm.org/award-recipients/parulkar_2949303,https://dblp.org/pid/50/4579,,,[]
304,Liu,Huan,2018,USA,For contributions in feature selection for data mining and knowledge discovery and in social computing,https://awards.acm.org/award-recipients/liu_3081791,https://dblp.org/pid/226/0686,https://scholar.google.com/citations?user=Dzf46C8AAAAJ,"Regents Professor of CSE, Arizona State University",AI Data Mining Feature Selection Social Computing Social Media Mining
305,Camenisch,Jan,2018,Switzerland,For contributions to privacy-enhancing cryptographic protocols and leadership in their practical realization,https://awards.acm.org/award-recipients/camenisch_6375022,https://dblp.org/pid/c/JanCamenisch,https://scholar.google.com/citations?user=T6esJiIAAAAJ,DFINITY,Privacy Cryptography Cryptographic Protocols Identity Management
306,Hodgins,Jessica K,2018,USA,"For contributions to character animation, human simulation, and humanoid robotics.",https://awards.acm.org/award-recipients/hodgins_3953155,https://dblp.org/pid/75/3852,,,[]
307,Luo,Jiebo,2018,USA,For contributions to multimedia content analysis and social multimedia informatics,https://awards.acm.org/award-recipients/luo_4262591,https://dblp.org/pid/25/5545,https://scholar.google.com/citations?user=CcbnBvgAAAAJ,"Albert Arendt Hopeman Professor of Engineering, University of Rochester",AI multimedia computational social science computational medicine big data analytics
308,H stad,Johan,2018,Sweden,"For contributions in circuit complexity, approximability and inapproximability, and foundations of pseudorandomness",https://awards.acm.org/award-recipients/h%25C3%25A5stad_3245750,,https://scholar.google.com/citations?user=n0QrdEMAAAAJ,"Professor i teoretisk datalogi, KTH",complexity theory efficient algorithms cryptography
309,Gilbert,Juan E,2018,USA,For contributions to broadening participation in computing and to accessible voting technologies,https://awards.acm.org/award-recipients/gilbert_4661013,https://dblp.org/pid/01/6747,https://scholar.google.com/citations?user=FKbHXRUAAAAJ,University of Florida,Computing for Social Good Voting Systems Electronic Voting Broadening Participation in Computing Human-Centered Computing
310,Borner,Katy,2018,USA,For contributions to methods and tools that enable users to render data into actionable insights,https://awards.acm.org/award-recipients/borner_9001082,https://dblp.org/pid/b/KatyBorner,https://scholar.google.com/citations?user=YirSp_cAAAAJ,"Victor H. Yngve Distinguished Professor of Engineering and Information Science, Indiana …",Network Science Information Visualization Scientometrics Science Studies Cyberinfrastructure
311,Asanovic,Krste,2018,USA,"For contributions to computer architecture, including the open RISC-V instruction set and Agile hardware development",https://awards.acm.org/award-recipients/asanovic_3737731,https://dblp.org/pid/a/KrsteAsanovic,https://scholar.google.com/citations?user=e4I7ihkAAAAJ,UC Berkeley,Computer Architecture VLSI Design Parallel Programming
312,Qiu,Lili,2018,USA,For contributions to the design and analysis of wireless network protocols and mobile systems,https://awards.acm.org/award-recipients/qiu_0655423,https://dblp.org/pid/54/4031,https://scholar.google.com/citations?user=16posrQAAAAJ,"NAI Fellow, ACM Fellow, IEEE Fellow, Professor, Dept. of Computer Science, The University …",Wireless Networks Wireless Sensing Mobile Computing 5G Computer Networks.
313,Lee,Lillian,2018,USA,"For contributions to natural language processing, sentiment analysis, and computational social science",https://awards.acm.org/award-recipients/lee_5392887,https://dblp.org/pid/l/LillianLee,https://scholar.google.com/citations?user=oJESe-cAAAAJ,"Professor of Computer Science, Cornell University. Pls see my homepg for data+updates+ …",all pubs hand-verified to be actually mine natural language processing computational linguistics computational social science
314,Littman,Michael,2018,USA,For contributions to the design and analysis of sequential decision making algorithms in artificial intelligence,https://awards.acm.org/award-recipients/littman_5691718,https://dblp.org/pid/181/2369,https://scholar.google.com/citations?user=iRMZ2hoAAAAJ,Brown University,reinforcement learning machine learning artificial intelligence
315,Hajiaghayi,Mohammad T.,2018,USA,For contributions to the fields of algorithmic graph theory and algorithmic game theory,https://awards.acm.org/award-recipients/hajiaghayi_7113843,https://dblp.org/pid/334/4488,,,[]
316,Asokan,N,2018,Canada,"For contributions to systems security and privacy, especially of mobile systems",https://awards.acm.org/award-recipients/asokan_4672457,https://dblp.org/pid/255/1899,https://scholar.google.com/citations?user=0MqQ8AgAAAAJ,"Professor of Computer Science, University of Waterloo",Information Security Systems Security Trusted Computing Computer Security Privacy
317,Barham,Paul,2018,USA,For contributions to the design of operating systems and scalable distributed information processing systems,https://awards.acm.org/award-recipients/barham_CR73674,https://dblp.org/pid/b/PaulBarham,https://scholar.google.com/citations?user=q34R9psAAAAJ,Google,Performance Distributed Systems Operating Systems Networking Machine Learning
318,Bartlett,Peter L,2018,USA,For contributions to the theory of machine learning,https://awards.acm.org/award-recipients/bartlett_5155502,https://dblp.org/pid/68/4020,,,[]
319,Devanbu,Premkumar T,2018,USA,For contributions to using software data and meta-data to improve software tools and processes,https://awards.acm.org/award-recipients/devanbu_UJ34070,https://dblp.org/pid/d/PremkumarTDevanbu,,,[]
320,Isbell,Charles Lee,2018,USA,For contributions to interactive machine learning; and for contributions to increasing access and diversity in computing,https://awards.acm.org/award-recipients/isbell_8161655,https://dblp.org/pid/i/LCIsbell,,,[]
321,Hughes,John,2018,Sweden,For contributions to software testing and functional programming.,https://awards.acm.org/award-recipients/hughes_UJ36548,https://dblp.org/pid/h/JohnHughes,https://scholar.google.com/citations?user=6tPdlYAAAAAJ,"Peter O'Donnell Jr. Chair in Computational and Applied Mathematics, University of Texas at …",Finite Element Methods Solid Mechanics Computational Fluid Dynamics Partial Differential Equations Isogeometric Analysis
322,Sahai,Amit,2018,USA,For contributions to cryptography and to the development of indistinguishability obfuscation,https://awards.acm.org/award-recipients/sahai_4570016,https://dblp.org/pid/s/AmitSahai,https://scholar.google.com/citations?user=gqB23VMAAAAJ,Symantec Chair Professor of Computer Science; Professor of Mathematics (by courtesy) …,Cryptography Theoretical Computer Science Computational Complexity Secure Computation Information Theory
323,Basin,David,2018,Switzerland,For contributions to Information Security and Formal Methods,https://awards.acm.org/award-recipients/basin_8763042,https://dblp.org/pid/b/DavidABasin,https://scholar.google.com/citations?user=-BA-kHYAAAAJ,"Professor of Computer Science, ETH Zurich",Security Computer Security Formal Methods Verification
324,Garofalakis,Minos,2018,Greece,"For contributions to data processing and analytics, particularly data streaming, approximation, and uncertainty.",https://awards.acm.org/award-recipients/garofalakis_4173290,https://dblp.org/pid/g/MinosNGarofalakis,https://scholar.google.com/citations?user=WemX9rAAAAAJ,"Director, IMSI, Athena RC; Professor, School of ECE, TU Crete",Big data analytics Data streams Data mining and machine learning Data Management Database Systems
325,Heinzelman,Wendi Beth,2018,USA,For contributions to wireless communication systems and protocols and leadership in broadening participation in computing,https://awards.acm.org/award-recipients/heinzelman_UK35306,https://dblp.org/pid/h/WendiRabinerHeinzelman,,,[]
326,Darwiche,Adnan,2018,USA,For contributions to the foundations and technology of automated reasoning,https://awards.acm.org/award-recipients/darwiche_1685692,https://dblp.org/pid/p/ADarwiche,https://scholar.google.com/citations?user=NzyvbZoAAAAJ,"Professor of Computer Science, UCLA",artificial intelligence knowledge representation and reasoning machine learning
327,Bodik,Rastislav,2018,USA,For contributions to program synthesis,https://awards.acm.org/award-recipients/bodik_4751111,https://dblp.org/pid/20/1858,https://scholar.google.com/citations?user=YrihYtsAAAAJ,University of Washington,Programming Languages Program Synthesis
328,Vadhan,Salil,2018,USA,"For advancing computational complexity and cryptography, and for promoting public support for theoretical computer science",https://awards.acm.org/award-recipients/vadhan_6783936,https://dblp.org/pid/v/SPVadhan,https://scholar.google.com/citations?user=dqVjyRQAAAAJ,"Vicky Joseph Professor of Computer Science and Applied Mathematics, Harvard University",theoretical computer science: computational … cryptography and data privacy
329,Dwarkadas,Sandhya,2018,USA,For contributions to shared memory and reconfigurability,https://awards.acm.org/award-recipients/dwarkadas_3738523,https://dblp.org/pid/62/1421,https://scholar.google.com/citations?user=L1pb8GUAAAAJ,"Walter N. Munster Professor, Computer Science, University of Virginia",
330,Khanna,Sanjeev,2018,USA,"For contributions to approximation algorithms, hardness of approximation, and sublinear algorithms",https://awards.acm.org/award-recipients/khanna_N017236,https://dblp.org/pid/k/SanjeevKhanna,https://scholar.google.com/citations?user=HriWXcEAAAAJ,"Henry Salvatori Professor of Computer Science, University of Pennsylvania",Theoretical computer science
331,Feiner,Steven,2018,USA,"For contributions to human-computer interaction, virtual and augmented reality, and 3D user interfaces",https://awards.acm.org/award-recipients/feiner_1592955,https://dblp.org/pid/f/StevenFeiner,https://scholar.google.com/citations?user=PogsVkYAAAAJ,"Professor of Computer Science, Columbia University",Human-Computer Interaction Augmented Reality Virtual Reality 3D User Interfaces Wearable Computing
332,Dey,Tamal K,2018,USA,For contributions to computational geometry and computational topology,https://awards.acm.org/award-recipients/dey_3385473,https://dblp.org/pid/d/TamalKDey,https://scholar.google.com/citations?user=k7VhUnAAAAAJ,"Professor Computer Science, Purdue University",Computational Geometry Computational Topology Geometric Modeling Mesh Generation Topological Data Analysis
333,Funkhouser,Thomas,2018,USA,For research contributions in computer graphics,https://awards.acm.org/award-recipients/funkhouser_9011235,https://dblp.org/pid/f/TAFunkhouser,https://scholar.google.com/citations?user=BghVDhgAAAAJ,Princeton University,Computer Graphics Computer Vision Shape Analysis Geometric Modeling Geometry Processing
334,He,Tian ,2018,USA,"For contributions to wireless networks, sensing systems, and Internet of things (IoT)",https://awards.acm.org/award-recipients/he_8977704,https://dblp.org/pid/220/1672,,,[]
335,Finin,Tim,2018,USA,For contributions to theory and practice of knowledge sharing in distributed systems and the World-Wide Web,https://awards.acm.org/award-recipients/finin_8020786,https://dblp.org/pid/f/TWFinin,https://scholar.google.com/citations?user=p5oWQ0AAAAAJ,"University of Maryland, Baltimore County",artificial intelligence knowledge graphs natural language processing social media computer security
336,Pitassi,Toniann,2018,Canada,For contributions to research and education in the fields of computational and proof complexity,https://awards.acm.org/award-recipients/pitassi_8619645,https://dblp.org/pid/p/TPitassi,,,[]
337,Misra,Vishal,2018,USA,"For contributions to network traffic modeling, congestion control and Internet economics",https://awards.acm.org/award-recipients/misra_3219540,https://dblp.org/pid/29/6724,https://scholar.google.com/citations?user=9hPnkXsAAAAJ,Columbia University,Networking
338,Gupta,Aarti,2017,USA,For contributions to system analysis and verification techniques and their transfer to industrial practice,https://awards.acm.org/award-recipients/gupta_3877826,https://dblp.org/pid/18/2229,https://scholar.google.com/citations?user=S_jYB2sAAAAJ,Princeton University,Formal methods system/software verification program analysis SAT/SMT solvers design automation
339,Zhang,Aidong,2017,USA,For contributions to bioinformatics and data mining,https://awards.acm.org/award-recipients/zhang_4021432,https://dblp.org/pid/z/AidongZhang,https://scholar.google.com/citations?user=O8XxkE4AAAAJ,"Professor of Computer Science, University of Virginia",Machine Learning Data Mining Bioinformatics Health Informatics
340,Vardy,Alexander,2017,USA,For contributions to the theory and practice of error-correcting codes and their study in complexity theory,https://awards.acm.org/award-recipients/vardy_5473699,https://dblp.org/pid/11/2669,https://scholar.google.com/citations?user=WtalCkkAAAAJ,University of California San Diego,Information Theory Coding Theory Computational Complexity Theory Error-Correcting Codes
341,Sivasubramaniam,Anand,2017,USA,For contributions to power management of datacenters and high-end computer systems,https://awards.acm.org/award-recipients/sivasubramaniam_3785862,https://dblp.org/pid/72/3356,https://scholar.google.com/citations?user=JWXlepgAAAAJ,"Distinguished Professor of Computer Science & Engineering, Penn State University",Computer Architecture Computer Systems Operating Systems Performance Evaluation Datacenters
342,Moshovos,Andreas,2017,Canada,For contributions to high-performance architecture including memory dependence prediction and snooping coherence,https://awards.acm.org/award-recipients/moshovos_4102331,https://dblp.org/pid/m/AndreasMoshovos,https://scholar.google.com/citations?user=D2VLt-8AAAAJ,"Professor, Electrical and Computer Engineering, University of Toronto",Computer Architecture
343,Prabhakar,Balaji,2017,USA,For developing algorithms and systems for large-scale data center networks and societal networks,https://awards.acm.org/award-recipients/prabhakar_8126690,https://dblp.org/pid/48/1750,https://scholar.google.com/citations?user=TyPF9V4AAAAJ,,
344,Schoelkopf,Bernhard,2017,Germany,For contributions to the theory and practice of machine learning,https://awards.acm.org/award-recipients/schoelkopf_9149237,https://dblp.org/pid/97/119,https://scholar.google.com/citations?user=DZ-fHPgAAAAJ,"Director, Max Planck Institute for Intelligent Systems; Professor at ETH Zürich",Machine Learning Causal Inference Artificial Intelligence Computational Photography Statistics
345,Gomes,Carla,2017,USA,"For establishing the field of computational sustainability, and for foundational contributions to artificial intelligence",https://awards.acm.org/award-recipients/gomes_3449980,https://dblp.org/pid/65/2687,,,[]
346,Zhai,Chengxiang,2017,USA,For contributions to information retrieval and text data mining,https://awards.acm.org/award-recipients/zhai_9953944,https://dblp.org/pid/z/ChengXiangZhai,https://scholar.google.com/citations?user=YU-baPIAAAAJ,University of Illinois at Urbana-Champaign,Information Retrieval Text Mining Machine Learning Biomedical Informatics Intelligent Education Systems
347,Lynch,Clifford A,2017,USA,"For contributions to library automation, information retrieval, scholarly communication, and information policy",https://awards.acm.org/award-recipients/lynch_1428184,https://dblp.org/pid/l/CliffordALynch,,,[]
348,Knoblock,Craig,2017,USA,"For contributions to artificial intelligence, semantic web, and semantic data integration",https://awards.acm.org/award-recipients/knoblock_3469376,https://dblp.org/pid/k/CAKnoblock,https://scholar.google.com/citations?user=onXXy6MAAAAJ,"Keston Executive Director, USC Information Sciences Institute",Knowledge graphs data integration data science machine learning
349,Gusfield,Dan,2017,USA,For contributions to combinatorial optimization and to algorithmic computational biology,https://awards.acm.org/award-recipients/gusfield_6074553,https://dblp.org/pid/g/DanGusfield,https://scholar.google.com/citations?user=VoAHydgAAAAJ,University of California Davis,
350,Comaniciu,Dorin,2017,USA,"For contributions to machine intelligence, diagnostic imaging, image-guided interventions, and computer vision",https://awards.acm.org/award-recipients/comaniciu_9798946,https://dblp.org/pid/54/4552,https://scholar.google.com/citations?user=-XZ2HrAAAAAJ,Siemens Healthineers,Medical Image Analysis Medical Image Computing Image-Guided Interventions Artificial Intelligence Computer Vision
351,Keromytis,Angelos Dennis,2017,USA,For contributions to the theory and practice of systems and network security,https://awards.acm.org/award-recipients/keromytis_4897328,https://dblp.org/pid/k/AngelosDKeromytis,,,[]
352,Kesselman,Carl,2017,USA,"For contributions to high-performance computing, distributed systems, and scientific data management",https://awards.acm.org/award-recipients/kesselman_ND94649,https://dblp.org/pid/06/4477,https://scholar.google.com/citations?user=5c38WVcAAAAJ,Professor University of Southern California Information Sciences Institute,computer science medicine bioinformatics
353,Hand,Steven Michael,2017,USA,For contributions to virtual machines and cloud computing,https://awards.acm.org/award-recipients/hand_UJ74035,https://dblp.org/pid/300/5496,,,[]
354,Rui,Yong,2017,China,"For contributions to image, video and multimedia analysis, understanding, and retrieval",https://awards.acm.org/award-recipients/rui_C100589,https://dblp.org/pid/265/6371,https://scholar.google.com/citations?user=rCGsLtcAAAAJ,Lenovo Research and previously Microsoft Research,Multimedia analysis computer vision AI machine learning
355,Cohen,Edith,2017,USA,For contributions to the design of efficient algorithms for networking and big data,https://awards.acm.org/award-recipients/cohen_8497887,https://dblp.org/pid/40/1039,https://scholar.google.com/citations?user=O-TV6OgAAAAJ,"Google, Tel Aviv University",Algorithms Networking Data Mining Optimization
356,Li,Li Erran,2017,USA,"For contributions to the design and analysis of wireless networks, improving architectures, throughput, and analytics",https://awards.acm.org/award-recipients/li_3188992,https://dblp.org/pid/l/ErranLLi,https://scholar.google.com/citations?user=GkMfzy4AAAAJ,"IEEE Fellow and ACM Fellow, AWS AI, Amazon",Machine learning NLP computer vision systems
357,Bugnion,Edouard,2017,Switzerland,For contributions to virtual machines,https://awards.acm.org/award-recipients/bugnion_3886645,https://dblp.org/pid/b/EBugnion,https://scholar.google.com/citations?user=8ztj2yEAAAAJ,EPFL,Computer Systems Operating Systems Virtualization
358,Fox,Edward Alan,2017,USA,For contributions in information retrieval and digital libraries,https://awards.acm.org/award-recipients/fox_1239482,https://dblp.org/pid/f/EdwardAFox,,,[]
359,Knightly,Edward,2017,USA,"For contributions to multi-user wireless LANs, wireless networks for underserved regions, and cross-layer wireless networking",https://awards.acm.org/award-recipients/knightly_4715645,https://dblp.org/pid/k/EWKnightly,https://scholar.google.com/citations?user=-0vALDMAAAAJ,Sheafor-Lindsay Professor of Electrical and Computer Engineering and Computer Science …,Wireless Networking Wireless Security Terahertz UAVs
360,Loh,Gabriel H,2017,USA,For contributions to die-stacking technologies in computer architecture,https://awards.acm.org/award-recipients/loh_4716668,https://dblp.org/pid/03/2782,https://scholar.google.com/citations?user=e_D2XsUAAAAJ,AMD Research,Computer architecture
361,Murphy,Gail C,2017,Canada,For contributions to recommenders for software engineering and to program comprehension,https://awards.acm.org/award-recipients/murphy_3713542,https://dblp.org/pid/95/712,,,[]
362,Voelker,Geoffrey,2017,USA,"For contributions to empirical measurement and analysis in systems, networking and security",https://awards.acm.org/award-recipients/voelker_4468054,https://dblp.org/pid/v/GeoffreyMVoelker,https://scholar.google.com/citations?user=ZfDtNpUAAAAJ,"University of California, San Diego",Operating Systems Distributed Systems Security Networking Wireless
363,Hager,Gregory,2017,USA,For contributions to vision-based robotics and to computer-enhanced interventional medicine,https://awards.acm.org/award-recipients/hager_9477633,https://dblp.org/pid/12/5814,https://scholar.google.com/citations?user=ivApfKcAAAAJ,"Mandell Bellmore Professor of Computer Science, Johns Hopkins University",Robotics Computer Vision Medicine HCI Computer Science
364,Lee,Insup,2017,USA,For theoretical and practical contributions to compositional real-time scheduling and runtime verification,https://awards.acm.org/award-recipients/lee_1794767,https://dblp.org/pid/l/InsupLee,https://scholar.google.com/citations?user=qPlUgrgAAAAJ,"Professor, Computer and Information Science, University of Pennsylvania",Real-time systems Real-Time Embedded Systems Cyber Physical Systems runtime verification trust management
365,Ramakrishnan,K. K.,2017,USA,"For contributions to congestion control, operating system support for networks and virtual private networks",https://awards.acm.org/award-recipients/ramakrishnan_2971273,https://dblp.org/pid/r/KKRamakrishnan,https://scholar.google.com/citations?user=Da-s1FQAAAAJ,"Distinguished Professor of Computer Science and Engineering, University of California …",Computer Networking and Communications
366,Kale,Laxmikant,2017,USA,For development of new parallel programming techniques and their deployment in high performance computing applications,https://awards.acm.org/award-recipients/kale_3486685,https://dblp.org/pid/k/LaxmikantVKale,https://scholar.google.com/citations?user=TPOorDcAAAAJ,"Professor or Computer Science, University of Illinois",parallel programming parallel computing high performance computing computational science
367,Srivastava,Mani B.,2017,USA,"For contributions to sensor networks, mobile personal sensing, and cyber-physical systems",https://awards.acm.org/award-recipients/srivastava_3309366,https://dblp.org/pid/s/ManiBSrivastava,https://scholar.google.com/citations?user=X2Qs7XYAAAAJ,"Professor of Electrical & Computer Engineering, and Professor of Computer Science, UCLA",Embedded Systems Wireless Networks Cyber-Physical Systems Mobile Computing Sensor Networks
368,Burnett,Margaret,2017,USA,"For contributions to end-user software engineering, understanding gender biases in software, and broadening participation in computing",https://awards.acm.org/award-recipients/burnett_3882230,https://dblp.org/pid/b/MMBurnett,https://scholar.google.com/citations?user=Vc58tYYAAAAJ,"University Distinguished Professor of Computer Science, Oregon State University",human computer interaction end-user programming end-user software engineering gender empirical software engineering
369,Grohe,Martin,2017,Germany,"For contributions to logic in computer science, database theory, algorithms, and computational complexity",https://awards.acm.org/award-recipients/grohe_2633511,https://dblp.org/pid/g/MGrohe,https://scholar.google.com/citations?user=Sou5ih0AAAAJ,"Professor of Computer Science, RWTH Aachen University",
370,Wong,Martin,2017,Hong Kong,For contributions to the algorithmic aspects of electronic design automation (EDA),https://awards.acm.org/award-recipients/wong_2111201,https://dblp.org/pid/342/1326,https://scholar.google.com/citations?user=WPhoQiUAAAAJ,"Edward C. Jordan Professor of Electrical and Computer Engineering, University of Illinois at …",Design Automation EDA/CAD Algorithms Optimization
371,Kass,Michael,2017,USA,"For contributions to computer vision and computer graphics, particularly optimization and simulation",https://awards.acm.org/award-recipients/kass_C103297,https://dblp.org/pid/26/6036,https://scholar.google.com/citations?user=ma2bi00AAAAJ,NVIDIA,Computer Graphics Computer Vision Image Processing Signal Processing Artificial Intelligence
372,Sipser,Michael,2017,USA,"For contributions to computational complexity, particularly randomized computation and circuit complexity",https://awards.acm.org/award-recipients/sipser_1534403,https://dblp.org/pid/s/MichaelSipser,,,[]
373,Harchol-Balter,Mor,2017,USA,For contributions to performance modeling and analysis of distributed computing systems,https://awards.acm.org/award-recipients/harchol-balter_4518452,https://dblp.org/pid/01/3967,https://scholar.google.com/citations?user=Ooc7UNUAAAAJ,"Bruce J. Nelson Professor of Computer Science, Carnegie Mellon University",… Modeling and Design of Computer Systems Queueing theory Scheduling Capacity/Energy provisioning QoS guarantees
374,Oliver,Nuria,2017,Spain,"For contributions in probabilistic multimodal models of human behavior and uses in intelligent, interactive systems",https://awards.acm.org/award-recipients/oliver_CL65690,https://dblp.org/pid/o/NuriaOliver,https://scholar.google.com/citations?user=VJlCMGYAAAAJ,ACM Fellow; IEEE Fellow; EurAI Fellow; Co-founder of ELLIS,Human Behavior Modeling from Data Artificial Intelligence Mobile HCI Big Data Analysis Ethics in AI
375,Mccallum,Andrew K.,2017,USA,"For contributions to machine learning with structured data, and innovations in scientific communication",https://awards.acm.org/award-recipients/mccallum_5725015,,,,[]
376,Birkedal,Lars,2017,Denmark,For contributions to the semantic and logical foundations of compilers and program verification systems,https://awards.acm.org/award-recipients/birkedal_8961187,https://dblp.org/pid/31/910,https://scholar.google.com/citations?user=1rW-bi0AAAAJ,"Dept. of Computer Science, Aarhus University",Computer Science Programming Logic Semantics
377,Mutlu,Onur,2017,USA,"For contributions to computer architecture research, especially in memory systems",https://awards.acm.org/award-recipients/mutlu_0675882,https://dblp.org/pid/281/6707,https://scholar.google.com/citations?user=7XyGUGkAAAAJ,ETH Zürich and Carnegie Mellon University,Computer Architecture Memory Systems Energy Efficiency Hardware Security Genome Analysis
378,Yang,Qiang,2017,Hong Kong,For contributions to artificial intelligence and data mining,https://awards.acm.org/award-recipients/yang_5016171,https://dblp.org/pid/63/3225,https://scholar.google.com/citations?user=1LxWZLQAAAAJ,"Chief AI Officer@WeBank, Chair Prof.@HKUST, IJCAI President 2017-19, AAAI-21 General …",Artificial Intelligence Transfer Learning Federated Learning Machine Learning and Data Mining
379,Ramamoorthi,Ravi,2017,USA,For contributions to computer graphics rendering and physics-based computer vision,https://awards.acm.org/award-recipients/ramamoorthi_3254539,https://dblp.org/pid/88/6919,https://scholar.google.com/citations?user=q0MzO6cAAAAJ,"Professor of Computer Science, University of California, San Diego",Computer Graphics Computer Vision Signal Processing
