roster,row_index,name,award_year,service,acm_profile,acm_evidence_url,acm_evidence_time,acm_award_country,reviewed_at,prior_link,accepted_link,prior_quality,accepted_quality,prior_date,accepted_date,evidence_mode,identity_finding,review_status,availability,fetch_outcome,evidence_time,capture_sha256,capture_path,final_url,institution_country_evidence,publication_count,count_basis,sample_count,sample_scope,representative_publications,coverage_finding,contamination_finding,rationale,search_queries,search_outcome,candidate,review_question,action,additional_sources
turing_award_winners.csv,17,"Berners-Lee, Tim",2016,dblp,https://awards.acm.org/award-recipients/berners-lee_8087960,https://awards.acm.org/award-recipients/berners-lee_8087960,2026-09-13T23:37:37Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/b/TimBernersLee,https://dblp.org/pid/b/TimBernersLee,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T18:21:37Z,6b26af0a66cf0319b21f9151bdd095e666611f23adc66036ef16fbd6ee48d9ef,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/c08f78f91f4c2a622cd652e041f4a807ceb46561ebabcd75a0b799689d364252-1789669297689432000.html,https://dblp.org/pid/b/TimBernersLee.html,"id=""profile""> Person information affiliation: Massachusetts Institiute of Technology, Cambridge, MA, USA affiliation: University of Southampton, School of Electronics and Computer Science, UK affiliation: CERN, Geneva, Switzerland award (2016): Turing Award award (2012): Internet Hall of Fame award (2002): Marconi Prize award (2000): EFF Pioneer Award award (1996): W. Wallace McDowell Award award (1995): ACM Software System Award <div style=""clear:",75,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1988–2025","Libertas: Privacy-Preserving Collaborative Computation for Decentralised Personal Data Stores. | Streamlining Governmental Processes by Putting Citizens in Control of Their Personal Data. | Proceedings of the Fourth International Conference on World Wide Web, WWW4, Boston, Massachusetts, USA, December 11-14, 1995. | CERN experience.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Web invention identity supported by CERN, Web science, N3, linked data and decentralized personal data stores across DBLP chronology. Award country is not evidence against MIT association.",,,,,retain,
turing_award_winners.csv,17,"Berners-Lee, Tim",2016,csrankings,https://awards.acm.org/award-recipients/berners-lee_8087960,https://awards.acm.org/award-recipients/berners-lee_8087960,2026-09-13T23:37:37Z,United Kingdom,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Web invention identity supported by CERN, Web science, N3, linked data and decentralized personal data stores across DBLP chronology. Award country is not evidence against MIT association.","[{""query"": ""Tim Berners-Lee \""Google Scholar\"""", ""log"": ""scholar-search-0.json""}, {""query"": ""Tim Berners Lee MIT Google Scholar CSRankings"", ""log"": ""search-8.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,18,"Diffie, Whitfield",2015,scholar,https://awards.acm.org/award-recipients/diffie_8371646,https://awards.acm.org/award-recipients/diffie_8371646,2026-09-13T23:37:50Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Public-key cryptography, security policy and wiretapping literature match Diffie; chronological DBLP sample coherent.","[{""query"": ""Whitfield Diffie \""Google Scholar\"""", ""log"": ""scholar-search-0.json""}, {""query"": ""Whitfield Diffie cryptography Google Scholar CSRankings"", ""log"": ""search-12.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,18,"Diffie, Whitfield",2015,dblp,https://awards.acm.org/award-recipients/diffie_8371646,https://awards.acm.org/award-recipients/diffie_8371646,2026-09-13T23:37:50Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/93/2898,https://dblp.org/pid/93/2898,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T19:02:29Z,97fcadd611f96966470cda2184965cf570c4cec09c6d0c0a31405e526d44af6a,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/da43be7cb2b182afbd5ef72ea345471c8d97f80bc684660a94acb36722ba5851-1789671749343400000.html,https://dblp.org/pid/93/2898.html,"id=""profile""> Person information award (2015): Turing Award award (2010): IEEE Richard W. Hamming Medal award (2000): Marconi Prize award (1996): Paris Kanellakis Award award (1994): EFF Pioneer Award award: National Inventors Hall of Fame <div style=""clear:",44,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1976–2024","Bugs in our pockets: the risks of client-side scanning. | Privacy and Authentication: An Introduction to Cryptography. | Cryptography, the Next Two Decades. | Multiuser cryptographic techniques.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Public-key cryptography, security policy and wiretapping literature match Diffie; chronological DBLP sample coherent.",,,,,retain,
turing_award_winners.csv,18,"Diffie, Whitfield",2015,csrankings,https://awards.acm.org/award-recipients/diffie_8371646,https://awards.acm.org/award-recipients/diffie_8371646,2026-09-13T23:37:50Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Public-key cryptography, security policy and wiretapping literature match Diffie; chronological DBLP sample coherent.","[{""query"": ""Whitfield Diffie \""Google Scholar\"""", ""log"": ""scholar-search-0.json""}, {""query"": ""Whitfield Diffie cryptography Google Scholar CSRankings"", ""log"": ""search-12.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,19,"Hellman, Martin",2015,scholar,https://awards.acm.org/award-recipients/hellman_4055781,https://awards.acm.org/award-recipients/hellman_4055781,2026-09-13T23:37:43Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Stanford cryptography, information theory, wiretap channel and nuclear-security work fit Hellman; late retrospective reprints are not evidence of a different author.","[{""query"": ""Martin Hellman \""Google Scholar\"""", ""log"": ""scholar-search-0.json""}, {""query"": ""Martin E Hellman Stanford Google Scholar CSRankings"", ""log"": ""search-12.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: No matching author profile verified in the general web search results.,,,leave blank,
turing_award_winners.csv,19,"Hellman, Martin",2015,dblp,https://awards.acm.org/award-recipients/hellman_4055781,https://awards.acm.org/award-recipients/hellman_4055781,2026-09-13T23:37:43Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/h/MartinEHellman,https://dblp.org/pid/h/MartinEHellman,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T18:54:42Z,8e01c48e45c80b4c9117df2538b8574611229ac81eff7ef2b1bc8b879bdf93d6,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/5b3727d09d0a6817a3bc78d6fcc5891dbf823436b718186c7eb83097575c06ca-1789671282075640000.html,https://dblp.org/pid/h/MartinEHellman.html,"id=""profile""> Person information award (2015): Turing Award affiliation: Stanford University, USA award (2010): IEEE Richard W. Hamming Medal award (2000): Marconi Prize award (1996): Paris Kanellakis Award award (1994): EFF Pioneer Award award: National Inventors Hall of Fame ",50,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1970–2022","New Directions in Cryptography. | Cybersecurity, nuclear security, alan turing, and illogical logic. | A confidence model for finite-memory learning systems (Corresp.). | The Nearest Neighbor Classification Rule with a Reject Option.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Stanford cryptography, information theory, wiretap channel and nuclear-security work fit Hellman; late retrospective reprints are not evidence of a different author.",,,,,retain,
turing_award_winners.csv,19,"Hellman, Martin",2015,csrankings,https://awards.acm.org/award-recipients/hellman_4055781,https://awards.acm.org/award-recipients/hellman_4055781,2026-09-13T23:37:43Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Stanford cryptography, information theory, wiretap channel and nuclear-security work fit Hellman; late retrospective reprints are not evidence of a different author.","[{""query"": ""Martin Hellman \""Google Scholar\"""", ""log"": ""scholar-search-0.json""}, {""query"": ""Martin E Hellman Stanford Google Scholar CSRankings"", ""log"": ""search-12.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,20,"Stonebraker, Michael",2014,scholar,https://awards.acm.org/award-recipients/stonebraker_1172121,https://awards.acm.org/award-recipients/stonebraker_1172121,2026-09-13T23:37:57Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"Database systems identity supported by POSTGRES, partial indexes, shared-nothing/database architecture and modern workflow consistency.","[{""query"": ""Michael Stonebraker \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Michael Stonebraker MIT Google Scholar CSRankings"", ""log"": ""search-12.json""}]",General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Research.com links to Samuel Madden; identity confirmed by the fresh ACM Fellows audit. Scholar web check returned 429.,a1ngrCIAAAAJ,,leave blank, ; https://research.com/u/michael-stonebraker
turing_award_winners.csv,20,"Stonebraker, Michael",2014,dblp,https://awards.acm.org/award-recipients/stonebraker_1172121,https://awards.acm.org/award-recipients/stonebraker_1172121,2026-09-13T23:37:57Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/s/MichaelStonebraker,https://dblp.org/pid/s/MichaelStonebraker,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T23:41:52Z,d26a52d48a52a6c1aa20fc89e0e1cfe356952552ad3a541fe2eb3cd4958a2fbf,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/8679b6a4bb1131313b323beef2f2ccb7498748ea3957dd9259c8211d08c1a239-1789688513161629000.html,https://dblp.org/pid/s/MichaelStonebraker.html,"id=""profile""> Person information award (2014): Turing Award affiliation: Massachusetts Institute of Technology, Cambridge, USA award (2005): IEEE John von Neumann Medal award (1992): SIGMOD Edgar F. Codd Innovations Award award (1988): ACM Software System Award <div style=""clear:",440,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1971–2026",Consistency and Correctness in Data-Oriented Workflow Systems. | Kyrix-S: Authoring Scalable Scatterplot Visualizations of Big Data. | Chaiman's Column. | The Reduction Of Large Scale Markov Models For Random Chains.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Database systems identity supported by POSTGRES, partial indexes, shared-nothing/database architecture and modern workflow consistency.",,,,,retain,
turing_award_winners.csv,20,"Stonebraker, Michael",2014,csrankings,https://awards.acm.org/award-recipients/stonebraker_1172121,https://awards.acm.org/award-recipients/stonebraker_1172121,2026-09-13T23:37:57Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Database systems identity supported by POSTGRES, partial indexes, shared-nothing/database architecture and modern workflow consistency.","[{""query"": ""Michael Stonebraker \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Michael Stonebraker MIT Google Scholar CSRankings"", ""log"": ""search-12.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,21,"Lamport, Leslie Barry",2013,scholar,https://awards.acm.org/award-recipients/lamport_1205376,https://awards.acm.org/award-recipients/lamport_1205376,2026-09-13T23:38:04Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=uG3icVgAAAAJ,https://scholar.google.com/citations?user=uG3icVgAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:07Z,c948e58125f9f6570b801ce4a704939dd7add6398b9e08639c3fde381a17b1fb,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=uG3icVgAAAAJ,"Unknown affiliation; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,"Time, clocks, and the ordering of events in a distributed system | The Byzantine generals problem | The part-time parliament | I1 (\LaTeX)---A Document",multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"Unknown Scholar affiliation is compensated by distinctive logical clocks, Byzantine agreement, Paxos, TLA and LaTeX publications. DBLP concurrent/distributed systems chronology agrees.",,,,,retain,
turing_award_winners.csv,21,"Lamport, Leslie Barry",2013,dblp,https://awards.acm.org/award-recipients/lamport_1205376,https://awards.acm.org/award-recipients/lamport_1205376,2026-09-13T23:38:04Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/l/LeslieLamport,https://dblp.org/pid/l/LeslieLamport,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T20:48:23Z,5210f774dda9480d870ddebfc219d04bc89ef4a947db8e17e38c0f26fa29b1ed,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/c3f2b267ed3fa0eaf4c990ba265c27c139e4e58bb680dde190697747a31fde36-1789678103275238000.html,https://dblp.org/pid/l/LeslieLamport.html,"id=""profile""> Person information affiliation: Microsoft Research, Mountain View award (2013): Turing Award award (2008): IEEE John von Neumann Medal award (2004): IEEE Emanuel R. Piore Award award (2000, 2005, 2014): Dijkstra Prize <div style=""clear:",174,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1970–2025","A Retrospective of Proving the Correctness of Multiprocess Programs. | If You're Not Writing a Program, Don't Use a Programming Language. | A New Approach to Proving the Correctness of Multiprocess Programs. | Comment on Bell's quadratic quotient method for hash coded searching.",meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"Unknown Scholar affiliation is compensated by distinctive logical clocks, Byzantine agreement, Paxos, TLA and LaTeX publications. DBLP concurrent/distributed systems chronology agrees.",,,,,retain,
turing_award_winners.csv,21,"Lamport, Leslie Barry",2013,csrankings,https://awards.acm.org/award-recipients/lamport_1205376,https://awards.acm.org/award-recipients/lamport_1205376,2026-09-13T23:38:04Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"Unknown Scholar affiliation is compensated by distinctive logical clocks, Byzantine agreement, Paxos, TLA and LaTeX publications. DBLP concurrent/distributed systems chronology agrees.","[{""query"": ""Leslie Lamport Microsoft CSRankings"", ""log"": ""search-12.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
turing_award_winners.csv,22,"Goldwasser, Shafi",2012,scholar,https://awards.acm.org/award-recipients/goldwasser_8627889,https://awards.acm.org/award-recipients/goldwasser_8627889,2026-09-13T23:38:11Z,Israel,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=KA8dgpMAAAAJ,https://scholar.google.com/citations?user=KA8dgpMAAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:14Z,baded7a9e35afed8e68f88f134d78c3efbee39422a51973088f76bd91f27d78e,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=KA8dgpMAAAAJ,"professor of computer science at UC Berkeley; ACM award country Israel; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,The knowledge complexity of interactive proof-systems | Probabilistic encryption & how to play mental poker keeping secret all partial information | Completeness theorems for non-cryptographic fault-tolerant distributed computation | A digital signature scheme secure against adaptive chosen-message attacks,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,Berkeley Scholar/CS and cryptographic proof/complexity publications support Goldwasser despite ACM Israel location. Country difference alone is not an identity conflict. Preserve upstream NOSCHOLARPAGE.,,,,,retain,
turing_award_winners.csv,22,"Goldwasser, Shafi",2012,dblp,https://awards.acm.org/award-recipients/goldwasser_8627889,https://awards.acm.org/award-recipients/goldwasser_8627889,2026-09-13T23:38:11Z,Israel,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/g/ShafiGoldwasser,https://dblp.org/pid/g/ShafiGoldwasser,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T20:26:25Z,25cde13f8b80df657d291ac22299b1d2df53250334324d5a3082a0a3d222bca7,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/9d2570ce20a004f22cc7d3408e726bfb2719af7957b1eef6ecbe71027518e808-1789676785283250000.html,https://dblp.org/pid/g/ShafiGoldwasser.html,"id=""profile""> Person information affiliation: UC Berkeley, Simons Institute for the Theory of Computing, CA, USA affiliation: Massachusetts Institute of Technology, Cambridge, MA, USA award (2012): Turing Award award (2017): BBVA Foundation Frontiers of Knowledge Award award (2011): IEEE Emanuel R. Piore Award award (2010): Benjamin Franklin Medal award (2008): ACM Athena Lecturer award (1996): Grace Murray Hopper Award award (1993,2001): Gödel Prize <div style=""clear:",257,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1982–2026",Private Proofs of When and Where. | Collaborative Privacy-Preserving Analysis of Oncological Data using Multiparty Homomorphic Encryption. | On the Structure of Secret Key Exchange Protocols. | Probabilistic Encryption and How to Play Mental Poker Keeping Secret All Partial Information.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,Berkeley Scholar/CS and cryptographic proof/complexity publications support Goldwasser despite ACM Israel location. Country difference alone is not an identity conflict. Preserve upstream NOSCHOLARPAGE.,,,,,retain,
turing_award_winners.csv,22,"Goldwasser, Shafi",2012,csrankings,https://awards.acm.org/award-recipients/goldwasser_8627889,https://awards.acm.org/award-recipients/goldwasser_8627889,2026-09-13T23:38:11Z,Israel,2026-09-18T19:32:58.722129+00:00,Shafi Goldwasser,Shafi Goldwasser,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,f08fc0c81be02ba18ff4259c2a96bdc6dbdf31f1559f98f398ce3767c22f4ffa,bigcows-crawler/.cache/csrankings/csrankings-s.csv,,Univ. of California - Berkeley; homepage https://www2.eecs.berkeley.edu/Faculty/Homepages/goldwasser.html; compared with ACM country Israel and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,Berkeley Scholar/CS and cryptographic proof/complexity publications support Goldwasser despite ACM Israel location. Country difference alone is not an identity conflict. Preserve upstream NOSCHOLARPAGE. Generated DBLP link https://dblp.org/pers/hd/g/Goldwasser:Shafi has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.,,,,,revalidate exact source key; alignment date remains 2026-09-18,https://www2.eecs.berkeley.edu/Faculty/Homepages/goldwasser.html
turing_award_winners.csv,23,"Micali, Silvio",2012,scholar,https://awards.acm.org/award-recipients/micali_9954407,https://awards.acm.org/award-recipients/micali_9954407,2026-09-13T23:38:18Z,USA,2026-09-18T19:32:58.722129+00:00,,,N,N,,,existing captures; general web discovery,missing,missing,no stored link,,,,,,,,,,,,not assessed: missing link,not assessed,"MIT CS source and DBLP zero knowledge, probabilistic encryption, verifiable random functions and Algorand identify Micali. Missing Scholar is not invalidated by good other-service matches.","[{""query"": ""Silvio Micali \""Google Scholar\"""", ""log"": ""scholar-search-1.json""}, {""query"": ""Silvio Micali MIT Google Scholar profile"", ""log"": ""search-16.json""}]","General web search and retained candidate evidence did not establish an acceptable accessible profile; no claim that none exists. September 16 search: Lipmaa directory links to an ID assigned to Phillip Rogaway in CSRankings, so it is not supported for Micali. Top Italian Scientists links only to a generic Scholar search.",gUEkPQEAAAAJ,,leave blank, ; https://kodu.ut.ee/~lipmaa/cites/cites.php?data=crypto&place=USA.MIT
turing_award_winners.csv,23,"Micali, Silvio",2012,dblp,https://awards.acm.org/award-recipients/micali_9954407,https://awards.acm.org/award-recipients/micali_9954407,2026-09-13T23:38:18Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/49/5661,https://dblp.org/pid/49/5661,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T20:27:57Z,de8b63af3b5f2f7cbe71642a53974c059104400dbf206e8c58ce420f7b77e8a0,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/9471eb91550563d80247cc894ff7747a03714bd9cc1101261b3e8144553be88d-1789676877338487000.html,https://dblp.org/pid/49/5661.html,"id=""profile""> Person information affiliation: Massachusetts Institute of Technology (MIT), Computer Science and Artificial Intelligence Laboratory (CSAIL), Cambridge, MA, USA affiliation (PhD 1983): University of California at Berkeley, CA, USA award (2017): BBVA Foundation Frontiers of Knowledge Award award (2012): Turing Award award (1993): Gödel Prize <div style=""clear:",168,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1980–2021",Compact Certificates of Collective Knowledge. | Algorand: Scaling Byzantine Agreements for Cryptocurrencies. | Probabilistic Encryption. | An O(sqrt(|v|) |E|) Algorithm for Finding Maximum Matching in General Graphs.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"MIT CS source and DBLP zero knowledge, probabilistic encryption, verifiable random functions and Algorand identify Micali. Missing Scholar is not invalidated by good other-service matches.",,,,,retain,
turing_award_winners.csv,23,"Micali, Silvio",2012,csrankings,https://awards.acm.org/award-recipients/micali_9954407,https://awards.acm.org/award-recipients/micali_9954407,2026-09-13T23:38:18Z,USA,2026-09-18T19:32:58.722129+00:00,Silvio Micali,Silvio Micali,,,2026-09-18,2026-09-18,existing captures; general web discovery,supported,supported,present in selected source snapshot; live inclusion not checked,retained source row matches all five original fields,2026-09-18 source snapshot,f08fc0c81be02ba18ff4259c2a96bdc6dbdf31f1559f98f398ce3767c22f4ffa,bigcows-crawler/.cache/csrankings/csrankings-s.csv,,Massachusetts Inst. of Technology; homepage https://people.csail.mit.edu/silvio; compared with ACM country USA and publication identity.,not applicable,not applicable,not applicable,,,not applicable,not applicable,"MIT CS source and DBLP zero knowledge, probabilistic encryption, verifiable random functions and Algorand identify Micali. Missing Scholar is not invalidated by good other-service matches. Generated DBLP link https://dblp.org/pers/hd/m/Micali:Silvio has no retained resolved-destination capture in this review; its destination remains unverified and was not used as independent identity proof.",,,,,revalidate exact source key; alignment date remains 2026-09-18,https://people.csail.mit.edu/silvio
turing_award_winners.csv,24,"Pearl, Judea",2011,scholar,https://awards.acm.org/award-recipients/pearl_2658896,https://awards.acm.org/award-recipients/pearl_2658896,2026-09-13T23:38:25Z,USA,2026-09-18T19:32:58.722129+00:00,https://scholar.google.com/citations?user=bAipNH8AAAAJ,https://scholar.google.com/citations?user=bAipNH8AAAAJ,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported_sample,available at retained capture only; not freshly checked,retained success,2026-09-17T02:07:19Z,8adf51f6d3bc4eec97a4b33b7a78d5aae00e9f94cdacafc7e2656b4f32a35d4b,bigcows-crawler/.cache/turing-scholar-refresh-2026-09-16/cache.json,https://scholar.google.com/citations?user=bAipNH8AAAAJ,"Professor of Computer Science, University of California, Los Angeles; ACM award country USA; affiliations describe the capture, not necessarily award year.",20,lower bound from captured first page; not total profile size,20,all 20 captured most-cited entries; broader coverage and recent-work assessment unresolved,Probabilistic reasoning in intelligent systems: Networks of plausible inference | Causality | The book of why | Heuristics: intelligent search strategies for computer problem solving,multiple central works represented in sample; full bibliography and recent-work coverage unresolved,no substantial unrelated cluster in the inspected sample,"UCLA causality, Bayesian networks, structural models and heuristic search converge; epidemiologic causal inference is relevant interdisciplinary work.",,,,,retain,
turing_award_winners.csv,24,"Pearl, Judea",2011,dblp,https://awards.acm.org/award-recipients/pearl_2658896,https://awards.acm.org/award-recipients/pearl_2658896,2026-09-13T23:38:25Z,USA,2026-09-18T19:32:58.722129+00:00,https://dblp.org/pid/p/JudeaPearl,https://dblp.org/pid/p/JudeaPearl,Y,Y,2026-09-17,2026-09-17,existing captures; general web discovery,supported,supported,available at retained capture only; not freshly checked,ok,2026-09-17T20:41:08Z,64a22d462d72a1816fbfee389686baeba4833b3765b0e0eec3c458fd63b2b484,bigcows-crawler/.cache/dblp-refresh-2026-09-17-132635/safari/captures/b2e5022e88b15ee023ea82db9d49d35f1a565dd18b6df0a114a66ab3313be7c3-1789677669007056000.html,https://dblp.org/pid/p/JudeaPearl.html,"id=""profile""> Person information affiliation: University of California, Los Angeles, CA, USA award (2011): Turing Award award (2008): Benjamin Franklin Medal award (2003): ACM - AAAI Allen Newell Award <div style=""clear:",313,records in complete retained bibliography; versions/reprints may repeat works,12,"12 chronological samples spanning newest, middle and oldest work; years 1971–2026",General sample size analysis for probabilities of causation: a delta method approach. | Comment: Understanding Simpson's Paradox. | Asymptotic Properties of Minimax Trees and Game-Searching Procedures. | Application of Walsh Transform to Statistical Analysis.,meaningful career-spanning body of recognized or adjacent work in retained bibliography,no substantial unrelated cluster in inspected records,"UCLA causality, Bayesian networks, structural models and heuristic search converge; epidemiologic causal inference is relevant interdisciplinary work.",,,,,retain,
turing_award_winners.csv,24,"Pearl, Judea",2011,csrankings,https://awards.acm.org/award-recipients/pearl_2658896,https://awards.acm.org/award-recipients/pearl_2658896,2026-09-13T23:38:25Z,USA,2026-09-18T19:32:58.722129+00:00,,,,,,,existing captures; general web discovery,missing,missing,missing association; not evidence of upstream withdrawal,,,,,,,not applicable,not applicable,not applicable,,,not applicable,not applicable,"UCLA causality, Bayesian networks, structural models and heuristic search converge; epidemiologic causal inference is relevant interdisciplinary work.","[{""query"": ""Judea Pearl UCLA CSRankings"", ""log"": ""search-16.json""}]",No supported exact key found in selected 26 source shards or saved candidates; general web search did not establish an original source row.,,,leave blank,
