roster,name,previous_csrankings_name,csrankings_name,status,legacy_dblp_candidates,legacy_scholar_candidates,reason,institutional_source,roster_dblp_profile,roster_scholar_profile
acm_fellows.csv,"Adar, Eytan",Eytan Adar,Eytan Adar,existing_link_corroborated,Eytan Adar,Eytan Adar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/EytanAdar,https://scholar.google.com/citations?user=4tMapHYAAAAJ
acm_fellows.csv,"Ganesan, Deepak",Deepak Ganesan,Deepak Ganesan,existing_link_corroborated,Deepak Ganesan,Deepak Ganesan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/DeepakGanesan,https://scholar.google.com/citations?user=cbTB5-EAAAAJ
acm_fellows.csv,"Gupta, Anupam",Anupam Gupta 0001,Anupam Gupta 0001,existing_link_corroborated,Anupam Gupta 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/237/9038,https://scholar.google.com/citations?user=g87CIwgAAAAJ
acm_fellows.csv,"Hazan, Elad",Elad Hazan,Elad Hazan,existing_link_corroborated,Elad Hazan,Elad Hazan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/72/739,https://scholar.google.com/citations?user=LnhCGNMAAAAJ
acm_fellows.csv,"Hu, Xiaobo Sharon",Xiaobo Sharon Hu,Xiaobo Sharon Hu,existing_link_corroborated,Xiaobo Sharon Hu,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/XiaoboSharonHu,https://scholar.google.com/citations?user=tQRvus8AAAAJ
acm_fellows.csv,"Inverardi, Paola",Paola Inverardi,Paola Inverardi,existing_link_corroborated,Paola Inverardi,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/i/PaolaInverardi,
acm_fellows.csv,"Jhala, Ranjit",Ranjit Jhala,Ranjit Jhala,existing_link_corroborated,Ranjit Jhala,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/47/4244,https://scholar.google.com/citations?user=lh6orZ0AAAAJ
acm_fellows.csv,"Kaeli, David R",David R. Kaeli,David R. Kaeli,existing_link_corroborated,David R. Kaeli,David R. Kaeli,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/DavidRKaeli,https://scholar.google.com/citations?user=Mkgn0qcAAAAJ
acm_fellows.csv,"Li, Hai",Hai Li 0001,Hai Li 0001,existing_link_corroborated,Hai Li 0001,Hai Li 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/06/5975,https://scholar.google.com/citations?user=E6Tpfq8AAAAJ
acm_fellows.csv,"Marschner, Steve",Steve Marschner,Steve Marschner,existing_link_corroborated,Steve Marschner,Steve Marschner,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/StephenRMarschner,https://scholar.google.com/citations?user=llo3F3QAAAAJ
acm_fellows.csv,"Mason, Matthew T",Matthew T. Mason,Matthew T. Mason,existing_link_corroborated,Matthew T. Mason,Matthew T. Mason,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/69/5537,https://scholar.google.com/citations?user=D_JpQnAAAAAJ
acm_fellows.csv,"Nebel, Bernhard",Bernhard Nebel,Bernhard Nebel,existing_link_corroborated,Bernhard Nebel,Bernhard Nebel,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/n/BernhardNebel,https://scholar.google.com/citations?user=4MhUHPcAAAAJ
acm_fellows.csv,"Ostrovsky, Rafail",Rafail Ostrovsky,Rafail Ostrovsky,existing_link_corroborated,Rafail Ostrovsky,Rafail Ostrovsky,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/o/RafailOstrovsky,https://scholar.google.com/citations?user=UvFrX04AAAAJ
acm_fellows.csv,"Pan, David Z.",David Z. Pan,David Z. Pan,existing_link_corroborated,David Z. Pan,David Z. Pan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/DavidZhigangPan,https://scholar.google.com/citations?user=3aLlroEAAAAJ
acm_fellows.csv,"Rosing, Tajana",Tajana Rosing,Tajana Rosing,existing_link_corroborated,Tajana Rosing,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/TajanaSimunic,https://scholar.google.com/citations?user=DY_XcO4AAAAJ
acm_fellows.csv,"Rusinkiewicz, Szymon",Szymon Rusinkiewicz,Szymon Rusinkiewicz,existing_link_corroborated,Szymon Rusinkiewicz,Szymon Rusinkiewicz,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/61/5465,https://scholar.google.com/citations?user=RaScARwAAAAJ
acm_fellows.csv,"Sarawagi, Sunita",Sunita Sarawagi,Sunita Sarawagi,existing_link_corroborated,Sunita Sarawagi,Sunita Sarawagi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SunitaSarawagi,https://scholar.google.com/citations?user=Hg4HmTAAAAAJ
acm_fellows.csv,"Sheffer, Alla",Alla Sheffer,Alla Sheffer,existing_link_corroborated,Alla Sheffer,Alla Sheffer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/65/3735,https://scholar.google.com/citations?user=IgkGxLsAAAAJ
acm_fellows.csv,"Singh, Munindar P.",Munindar P. Singh,Munindar P. Singh,existing_link_corroborated,Munindar P. Singh,Munindar P. Singh,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/MunindarPSingh,https://scholar.google.com/citations?user=qNznu3kAAAAJ
acm_fellows.csv,"Sistla, Aravinda P",A. Prasad Sistla,A. Prasad Sistla,existing_link_corroborated,A. Prasad Sistla,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/APrasadSistla,https://scholar.google.com/citations?user=P-wJ6Y4AAAAJ
acm_fellows.csv,"Tang, Jie",Jie Tang 0001,Jie Tang 0001,existing_link_corroborated,Jie Tang 0001,Jie Tang 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/JieTang,https://scholar.google.com/citations?user=n1zDCkQAAAAJ
acm_fellows.csv,"Trevisan, Luca",Luca Trevisan 0001,Luca Trevisan 0001,existing_link_corroborated,Luca Trevisan 0001,Luca Trevisan 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/LucaTrevisan,https://scholar.google.com/citations?user=4yuKD_AAAAAJ
acm_fellows.csv,"Wobbrock, Jacob Otto",Jacob O. Wobbrock,Jacob O. Wobbrock,existing_link_corroborated,Jacob O. Wobbrock,Jacob O. Wobbrock,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/18/6907,https://scholar.google.com/citations?user=TmZ3howAAAAJ
acm_fellows.csv,"Xie, Tao",Tao Xie 0001,Tao Xie 0001,existing_link_corroborated,Tao Xie 0001,Tao Xie 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/x/TaoXie,https://scholar.google.com/citations?user=DhhH9J4AAAAJ
acm_fellows.csv,"Yang, Ming-Hsuan",Ming-Hsuan Yang 0001,Ming-Hsuan Yang 0001,existing_link_corroborated,Ming-Hsuan Yang 0001,Ming-Hsuan Yang 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/79/3711,https://scholar.google.com/citations?user=p9-ohHsAAAAJ
acm_fellows.csv,"Zhao, Ben",Ben Y. Zhao,Ben Y. Zhao,existing_link_corroborated,Ben Y. Zhao,Ben Y. Zhao,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/z/BenYZhao,https://scholar.google.com/citations?user=cYReSuEAAAAJ
acm_fellows.csv,"Zhong, Lin",Lin Zhong 0001,Lin Zhong 0001,existing_link_corroborated,Lin Zhong 0001,Lin Zhong 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/27/2552-1,https://scholar.google.com/citations?user=hJPN-G8AAAAJ
acm_fellows.csv,"Zilberstein, Shlomo",Shlomo Zilberstein,Shlomo Zilberstein,existing_link_corroborated,Shlomo Zilberstein,Shlomo Zilberstein,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/z/ShlomoZilberstein,https://scholar.google.com/citations?user=q_n7d6EAAAAJ
acm_fellows.csv,"Zimmermann, Thomas",Thomas Zimmermann 0001,Thomas Zimmermann 0001,existing_link_corroborated,Thomas Zimmermann 0001,Thomas Zimmermann 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/19/3622-1,https://scholar.google.com/citations?user=5zvbpooAAAAJ
acm_fellows.csv,"Abadi, Daniel J",Daniel J. Abadi,Daniel J. Abadi,existing_link_corroborated,Daniel J. Abadi,Daniel J. Abadi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/DJAbadi,https://scholar.google.com/citations?user=zxeEF2gAAAAJ
acm_fellows.csv,"Allan, James",James Allan 0001,James Allan 0001,existing_link_corroborated,James Allan 0001,James Allan 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/10/4537,https://scholar.google.com/citations?user=-bLGeg0AAAAJ
acm_fellows.csv,"Aluru, Srinivas",Srinivas Aluru,Srinivas Aluru,existing_link_corroborated,Srinivas Aluru,Srinivas Aluru,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/SAluru,https://scholar.google.com/citations?user=YOGOScoAAAAJ
acm_fellows.csv,"Arpaci-Dusseau, Andrea",Andrea C. Arpaci-Dusseau,Andrea C. Arpaci-Dusseau,existing_link_corroborated,Andrea C. Arpaci-Dusseau,Andrea C. Arpaci-Dusseau,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/AndreaCArpaciDusseau,https://scholar.google.com/citations?user=8VkvOEEAAAAJ
acm_fellows.csv,"Arpaci-Dusseau, Remzi",Remzi H. Arpaci-Dusseau,Remzi H. Arpaci-Dusseau,existing_link_corroborated,Remzi H. Arpaci-Dusseau,Remzi H. Arpaci-Dusseau,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/a/RemziHArpaciDusseau,https://scholar.google.com/citations?user=C1skWKgAAAAJ
acm_fellows.csv,"Blum, Manuel",Manuel Blum 0001,Manuel Blum 0001,existing_link_corroborated,Manuel Blum 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/ManuelBlum,
acm_fellows.csv,"Brooks, David",David Brooks 0001,David Brooks 0001,existing_link_corroborated,David Brooks 0001,David Brooks 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/30/135,https://scholar.google.com/citations?user=vXHA_XYAAAAJ
acm_fellows.csv,"Canetti, Ran",Ran Canetti,Ran Canetti,existing_link_corroborated,Ran Canetti,Ran Canetti,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/RanCanetti,https://scholar.google.com/citations?user=-PWcE1YAAAAJ
acm_fellows.csv,"Charikar, Moses",Moses Charikar,Moses Charikar,existing_link_corroborated,Moses Charikar,Moses Charikar,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/MosesCharikar,https://scholar.google.com/citations?user=zX3ba1kAAAAJ
acm_fellows.csv,"Chen, Yiran",Yiran Chen 0001,Yiran Chen 0001,existing_link_corroborated,Yiran Chen 0001,Yiran Chen 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/80/1641,https://scholar.google.com/citations?user=3G-nnjMAAAAJ
acm_fellows.csv,"Cousot, Patrick",Patrick Cousot,Patrick Cousot,existing_link_corroborated,Patrick Cousot,Patrick Cousot,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/PCousot,https://scholar.google.com/citations?user=mhlvI8wAAAAJ
acm_fellows.csv,"Dorr, Bonnie J",Bonnie J. Dorr,Bonnie J. Dorr,existing_link_corroborated,Bonnie J. Dorr,Bonnie J. Dorr,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/d/BonnieJDorr,https://scholar.google.com/citations?user=jSjEWosAAAAJ
acm_fellows.csv,"Eiter, Thomas",Thomas Eiter,Thomas Eiter,existing_link_corroborated,Thomas Eiter,Thomas Eiter,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/e/TEiter,https://scholar.google.com/citations?user=X1L03cIAAAAJ
acm_fellows.csv,"Flanagan, Cormac",Cormac Flanagan,Cormac Flanagan,existing_link_corroborated,Cormac Flanagan,Cormac Flanagan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/f/CormacFlanagan,https://scholar.google.com/citations?user=XkiApd4AAAAJ
acm_fellows.csv,"Forlizzi, Jodi",Jodi Forlizzi,Jodi Forlizzi,existing_link_corroborated,Jodi Forlizzi,Jodi Forlizzi,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/46/4227,https://scholar.google.com/citations?user=Hyhp_zUAAAAJ
acm_fellows.csv,"Gonzalez, Antonio",Antonio González 0001,Antonio González 0001,existing_link_corroborated,Antonio González 0001,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/g/AntonioGonzalez1,https://scholar.google.com/citations?user=DRP_OcMAAAAJ
acm_fellows.csv,"Hoos, Holger H.",Holger H. Hoos,Holger H. Hoos,existing_link_corroborated,Holger H. Hoos,Holger H. Hoos,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/h/HolgerHHoos,https://scholar.google.com/citations?user=l6c85tMAAAAJ
acm_fellows.csv,"Ilyas, Ihab F.",Ihab F. Ilyas,Ihab F. Ilyas,existing_link_corroborated,Ihab F. Ilyas,Ihab F. Ilyas,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/i/IhabFIlyas,https://scholar.google.com/citations?user=YG6mTEIAAAAJ
acm_fellows.csv,"Katoen, Joost-Pieter",Joost-Pieter Katoen,Joost-Pieter Katoen,existing_link_corroborated,Joost-Pieter Katoen,Joost-Pieter Katoen,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/JoostPieterKatoen,https://scholar.google.com/citations?user=yjjO5_oAAAAJ
acm_fellows.csv,"Kim, Nam Sung",Nam Sung Kim,Nam Sung Kim,existing_link_corroborated,Nam Sung Kim,Nam Sung Kim,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/13/6350,https://scholar.google.com/citations?user=iccBxJIAAAAJ
acm_fellows.csv,"Koenig, Sven",Sven Koenig,Sven Koenig,existing_link_corroborated,Sven Koenig,Sven Koenig,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/SvenKoenig,https://scholar.google.com/citations?user=tpoh43QAAAAJ
acm_fellows.csv,"Kotz, David",David Kotz,David Kotz,existing_link_corroborated,David Kotz,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/DavidKotz,https://scholar.google.com/citations?user=s5QkqdcAAAAJ
acm_fellows.csv,"Krishnamurthy, Arvind",Arvind Krishnamurthy,Arvind Krishnamurthy,existing_link_corroborated,Arvind Krishnamurthy,Arvind Krishnamurthy,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/k/AKrishnamurthy,https://scholar.google.com/citations?user=EnCwNycAAAAJ
acm_fellows.csv,"Leyton-Brown, Kevin",Kevin Leyton-Brown,Kevin Leyton-Brown,existing_link_corroborated,Kevin Leyton-Brown,Kevin Leyton-Brown,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/81/1149,https://scholar.google.com/citations?user=_4dnp0IAAAAJ
acm_fellows.csv,"Low, Steven H.",Steven H. Low,Steven H. Low,existing_link_corroborated,Steven H. Low,Steven H. Low,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/l/StevenHLow,https://scholar.google.com/citations?user=4BrebIYAAAAJ
acm_fellows.csv,"Lu, Chenyang",Chenyang Lu 0001,Chenyang Lu 0001,existing_link_corroborated,Chenyang Lu 0001,Chenyang Lu 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/346/0861,https://scholar.google.com/citations?user=tCq7Wx0AAAAJ
acm_fellows.csv,"Madden, Samuel",Samuel Madden 0001,Samuel Madden 0001,existing_link_corroborated,Samuel Madden 0001,Samuel Madden 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/SamuelMadden,https://scholar.google.com/citations?user=a1ngrCIAAAAJ
acm_fellows.csv,"Markl, Volker",Volker Markl,Volker Markl,existing_link_corroborated,Volker Markl,Volker Markl,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/VMarkl,https://scholar.google.com/citations?user=el2k_oIAAAAJ
acm_fellows.csv,"Menczer, Filippo",Filippo Menczer,Filippo Menczer,existing_link_corroborated,Filippo Menczer,Filippo Menczer,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/79/3056,https://scholar.google.com/citations?user=f_kGJwkAAAAJ
acm_fellows.csv,"Meseguer, Jose",José Meseguer 0001,José Meseguer 0001,existing_link_corroborated,José Meseguer 0001,José Meseguer 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/m/JoseMeseguer,https://scholar.google.com/citations?user=KZFo7ZkAAAAJ
acm_fellows.csv,"Nagpal, Radhika",Radhika Nagpal,Radhika Nagpal,existing_link_corroborated,Radhika Nagpal,Radhika Nagpal,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/84/5637,https://scholar.google.com/citations?user=a3ZGDsoAAAAJ
acm_fellows.csv,"Naor, Moni",Moni Naor,Moni Naor,existing_link_corroborated,Moni Naor,Moni Naor,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/n/MoniNaor,https://scholar.google.com/citations?user=stSUaHAAAAAJ
acm_fellows.csv,"Noh, Sam H.",Sam H. Noh,Sam H. Noh,existing_link_corroborated,Sam H. Noh,Sam H. Noh,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/81/970,https://scholar.google.com/citations?user=i5lr8uEAAAAJ
acm_fellows.csv,"Panangaden, Prakash",Prakash Panangaden,Prakash Panangaden,existing_link_corroborated,Prakash Panangaden,Prakash Panangaden,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/PPanangaden,https://scholar.google.com/citations?user=IROzEKQAAAAJ
acm_fellows.csv,"Panchanathan, Sethuraman",Sethuraman Panchanathan,Sethuraman Panchanathan,existing_link_corroborated,Sethuraman Panchanathan,Sethuraman Panchanathan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/31/6591,https://scholar.google.com/citations?user=GKTKZ8kAAAAJ
acm_fellows.csv,"Parashar, Manish",Manish Parashar,Manish Parashar,existing_link_corroborated,Manish Parashar,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/ManishParashar,https://scholar.google.com/citations?user=BGNzBsUAAAAJ
acm_fellows.csv,"Park, Haesun",Haesun Park,Haesun Park,existing_link_corroborated,Haesun Park,Haesun Park,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/263/1018,https://scholar.google.com/citations?user=G6kA1CMAAAAJ
acm_fellows.csv,"Plotkin, Gordon",Gordon D. Plotkin,Gordon D. Plotkin,existing_link_corroborated,Gordon D. Plotkin,Gordon D. Plotkin,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/p/GordonDPlotkin,https://scholar.google.com/citations?user=0KiEfGcAAAAJ
acm_fellows.csv,"Rabin, Michael O.",Michael O. Rabin,Michael O. Rabin,existing_link_corroborated,Michael O. Rabin,,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/r/MORabin,https://scholar.google.com/citations?user=_UUtVF4AAAAJ
acm_fellows.csv,"Ren, Kui",Kui Ren 0001,Kui Ren 0001,existing_link_corroborated,Kui Ren 0001,Kui Ren 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/20/6179-1,https://scholar.google.com/citations?user=uuQA_rcAAAAJ
acm_fellows.csv,"Salzberg, Steven",Steven Salzberg,Steven Salzberg,existing_link_corroborated,Steven Salzberg,Steven Salzberg,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/StevenSalzberg,https://scholar.google.com/citations?user=sUVeH-4AAAAJ
acm_fellows.csv,"Seshia, Sanjit Arunkumar",Sanjit A. Seshia,Sanjit A. Seshia,existing_link_corroborated,Sanjit A. Seshia,Sanjit A. Seshia,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/SanjitASeshia,https://scholar.google.com/citations?user=SlZavnIAAAAJ
acm_fellows.csv,"Shamir, Adi",Adi Shamir,Adi Shamir,existing_link_corroborated,Adi Shamir,Adi Shamir,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/AdiShamir,https://scholar.google.com/citations?user=EHLBP20AAAAJ
acm_fellows.csv,"Shen, Heng Tao",Heng Tao Shen,Heng Tao Shen,existing_link_corroborated,Heng Tao Shen,Heng Tao Shen,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/HTShen,https://scholar.google.com/citations?user=krryaDkAAAAJ
acm_fellows.csv,"Stevens, Rick",Rick Stevens,Rick Stevens,existing_link_corroborated,Rick Stevens,Rick Stevens,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/RickLStevens,https://scholar.google.com/citations?user=2oSSsLYAAAAJ
acm_fellows.csv,"Stone, Peter",Peter Stone 0001,Peter Stone 0001,existing_link_corroborated,Peter Stone 0001,Peter Stone 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/s/PeterStone,https://scholar.google.com/citations?user=qnwjcfAAAAAJ
acm_fellows.csv,"Tao, Yufei",Yufei Tao 0001,Yufei Tao 0001,existing_link_corroborated,Yufei Tao 0001,Yufei Tao 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/t/YufeiTao,https://scholar.google.com/citations?user=3FmJBHkAAAAJ
acm_fellows.csv,"Tassiulas, Leandros",Leandros Tassiulas,Leandros Tassiulas,existing_link_corroborated,Leandros Tassiulas,Leandros Tassiulas,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/03/3843,https://scholar.google.com/citations?user=9qtgcZ8AAAAJ
acm_fellows.csv,"Turk, Matthew A",Matthew A. Turk,Matthew A. Turk,existing_link_corroborated,Matthew A. Turk,Matthew A. Turk,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/61/3381,https://scholar.google.com/citations?user=KltleWgAAAAJ
acm_fellows.csv,"Walsh, Toby",Toby Walsh,Toby Walsh,existing_link_corroborated,Toby Walsh,Toby Walsh,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/86/2576,https://scholar.google.com/citations?user=oOQ6x0IAAAAJ
acm_fellows.csv,"Williams, Laurie Ann",Laurie A. Williams,Laurie A. Williams,existing_link_corroborated,Laurie A. Williams,Laurie A. Williams,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/LaurieAWilliams,https://scholar.google.com/citations?user=Cln2viUAAAAJ
acm_fellows.csv,"Wu, Cathy H",Cathy H. Wu,Cathy H. Wu,existing_link_corroborated,Cathy H. Wu,Cathy H. Wu,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/w/CathyHWu,https://scholar.google.com/citations?user=eiRdbhsAAAAJ
acm_fellows.csv,"Yan, Shuicheng",Shuicheng Yan,Shuicheng Yan,existing_link_corroborated,Shuicheng Yan,Shuicheng Yan,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/y/ShuichengYan,https://scholar.google.com/citations?user=DNuiPHwAAAAJ
acm_fellows.csv,"Yi, Wang",Wang Yi 0001,Wang Yi 0001,existing_link_corroborated,Wang Yi 0001,Wang Yi 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/y/WangYi,https://scholar.google.com/citations?user=_ynjrUUAAAAJ
acm_fellows.csv,"Zhou, Kun",Kun Zhou 0001,Kun Zhou 0001,existing_link_corroborated,Kun Zhou 0001,Kun Zhou 0001,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/48/3927-1,https://scholar.google.com/citations?user=N-iYby0AAAAJ
acm_fellows.csv,"Bala, Kavita",Kavita Bala,Kavita Bala,existing_link_corroborated,Kavita Bala,Kavita Bala,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/KavitaBala,https://scholar.google.com/citations?user=Rh16nsIAAAAJ
acm_fellows.csv,"Balazinska, Magdalena",Magdalena Balazinska,Magdalena Balazinska,existing_link_corroborated,Magdalena Balazinska,Magdalena Balazinska,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/MagdalenaBalazinska,https://scholar.google.com/citations?user=DDxFvcIAAAAJ
acm_fellows.csv,"Beame, Paul",Paul Beame,Paul Beame,existing_link_corroborated,Paul Beame,Paul Beame,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/b/PaulBeame,https://scholar.google.com/citations?user=plYoF-MAAAAJ
acm_fellows.csv,"Capkun, Srdjan",Srdjan Capkun,Srdjan Capkun,existing_link_corroborated,Srdjan Capkun,Srdjan Capkun,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/51/1639,https://scholar.google.com/citations?user=VtkPBNsAAAAJ
acm_fellows.csv,"Cardie, Claire",Claire Cardie,Claire Cardie,existing_link_corroborated,Claire Cardie,Claire Cardie,Historical identifier association corroborates the stored link; the old DBLP mapping is not independent identity proof.,,https://dblp.org/pid/c/ClaireCardie,https://scholar.google.com/citations?user=ex9BQiIAAAAJ
