name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Ian Goldberg,2023,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/goldberg_4097200,,https://dblp.org/pid/04/6434,For contributions to the development and deployment of privacy enhancing technologies,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T15:46:02.355928+00:00,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Jeffrey S Foster,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/foster_4750717,https://scholar.google.com/citations?user=QWPwfsgAAAAJ,https://dblp.org/pid/18/2050,For contributions to program analysis and techniques to build more reliable and secure software,Jeffrey S. Foster,"Computer Science, Tufts University",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:14Z,2026-09-13T15:46:08.392520+00:00,e096ef5ae1dee33f87d3be5b32e5402b6a067fd0118cdfeda7900da4f99f6bbe,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Jianfeng Gao,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/gao_CR71332,https://scholar.google.com/citations?user=CQ1cqKkAAAAJ,https://dblp.org/pid/92/5339,"For contributions to machine learning for web search, natural language processing and conversational systems",Jianfeng Gao,"Microsoft Research, Redmond",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:21Z,2026-09-13T15:46:15.306503+00:00,494b3e2422799bd0df9134e977b641710f0bd5a66d3f3c1cbc74cd6521582eb3,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Keith Noah Snavely,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/snavely_7772775,https://scholar.google.com/citations?user=Db4BCX8AAAAJ,https://dblp.org/pid/33/4636,For contributions to computer vision and computer graphics,Noah Snavely,Cornell University and Google DeepMind,20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:26Z,2026-09-13T15:46:21.721928+00:00,d2dd92eb501ac66fa439e411e2d1f63c9e79fc3dd25cf6a9bba48460b1cdc911,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Kenneth Richard Koedinger,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/koedinger_3190890,https://scholar.google.com/citations?user=_8DDVkAAAAAJ,https://dblp.org/pid/93/3741,For the advancement of AI models of human learning and developing intelligent tutors to aid students,Ken Koedinger,"HCII, Carnegie Mellon University",20,10,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:33Z,2026-09-13T15:46:28.688493+00:00,f3d19813a42901c79984eee37e782ed1da6a96d4a697a01cfde79ff529edbcdc,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Kenneth Ward Church,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/church_5316647,https://scholar.google.com/citations?user=E6aqGvYAAAAJ,https://dblp.org/pid/c/KennethWardChurch,For contributions to empirical methods in natural language processing,Kenneth Church,VecML,20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:38Z,2026-09-13T15:46:35.901425+00:00,4824571cb883ae3220e27547b905442aa9c307b841d6720957ac6712673bf950,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Kilian Weinberger,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/weinberger_5355323,https://scholar.google.com/citations?user=8RVWMycAAAAJ,https://dblp.org/pid/88/4801,For contribution to machine learning and deep learning research,Kilian Weinberger,Cornell University,20,18,,,,2026-09-17T21:17:16-04:00,2026-09-17T00:35:19Z,2026-09-13T15:46:43.201982+00:00,5081b0774c3829624734007a8325ff1d2acadc1c0cbd5668ede6a4348ee207f6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Kwan-Liu Ma,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/ma_2820462,https://scholar.google.com/citations?user=LgL2HpkAAAAJ,https://dblp.org/pid/93/5838,For leadership and contributions to large-scale data visualization research,Kwan-Liu Ma,"Professor of Computer Science, University of California at Davis",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:50Z,2026-09-13T15:48:08.421390+00:00,0faae2b3d3e131559037896de83a05bbb7ea09e1a47e47ef3461848c7efb3118,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Manik Varma,2023,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/varma_8117035,,https://dblp.org/pid/07/918,For contributions to extreme machine learning and its applications,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T15:48:14.399229+00:00,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Maria-Florina Balcan,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/balcan_5194132,https://scholar.google.com/citations?user=LWlN_BUAAAAJ,https://dblp.org/pid/b/MariaFlorinaBalcan,For contributions to the foundations of machine learning and its applications to algorithmic economics and algorithm design,Maria-Florina Balcan,"Professor, School of Computer Science, Carnegie Mellon University",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:47:57Z,2026-09-13T15:48:20.217032+00:00,eb67ba6fcd4ea7df7cda68e069c4888d0d6a75d24b6ffc4497ce60a4ff6a6e13,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Massoud Pedram,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/pedram_4222774,https://scholar.google.com/citations?user=FHiQmOoAAAAJ,https://dblp.org/pid/p/MassoudPedram,For contributions to low power design of VLSI circuits and contributions to energy efficient computing,Massoud Pedram,"Charles Lee Powell Professor of Electrical Engineering & Computer Science, Univ of Southern",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:48:04Z,2026-09-13T15:48:26.745485+00:00,673f7b60df975d4d654207abd8a170dcaf8866d9d11cc87a05aa3f854f4fd1a8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Michael Backes,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/backes_CR87113,https://scholar.google.com/citations?user=ZVS3KOEAAAAJ,https://dblp.org/pid/b/MichaelBackes1,For contributions to information security and privacy,Michael Backes,Chairman and Founding Director of the CISPA Helmholtz Center for Information Security,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:48:10Z,2026-09-13T15:48:32.502163+00:00,86d670cafd1a2019ff589c2cc14afcabd182680c7ac838ae82a0475cebe57b9b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Mikhail Belkin,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/belkin_8722948,https://scholar.google.com/citations?user=Iwd9DdkAAAAJ,https://dblp.org/pid/41/2337,For contributions to modern machine learning theory and algorithms.,Mikhail (Misha) Belkin,"Professor of Data Science, Halıcıoğlu Data Science Institute, CSE, UCSD, Amazon Scholar",20,14,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:48:15Z,2026-09-13T15:48:39.003916+00:00,0d429b93e7627362db2d9812d0017449c8dc9dab8a610414d79c8d9e3a8dd09a,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Morley Mao,2023,Y,mostly_adjacent_with_retained_concern,N,"At least 19/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/mao_CR60327,https://scholar.google.com/citations?user=Ba_Ci9UAAAAJ,https://dblp.org/pid/91/584,For contributions to internet security and performance,Z. Morley Mao,University of Michigan,20,19,Pond: The {OceanStore} Prototype,"S Rhea, P Eaton, D Geels, H Weatherspoon, B Zhao, J Kubiatowicz",,2026-09-17T21:21:43-04:00,2026-09-16T18:48:22Z,2026-09-13T15:48:45.248980+00:00,6a68945d0ed5886694373ea1b723bf27206b03d9139e2209a27abdea88d6a718,N,provisional_attribution_concern,"The selected publication is credited to other authors in the captured profile, without an evident Fellow contribution. Provisional N pending verification of full credits, contributor roles and merged versions.",19,The prior ACM-grounded identity and topic review is supported by a majority of captured titles matching the reviewed DBLP bibliography; isolated anomalies do not lower profile-level quality.
Natasha Noy,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/noy_4662698,https://scholar.google.com/citations?user=FE08ALAAAAAJ,https://dblp.org/pid/n/NatalyaFridmanNoy,"For contributions to open data, data discovery, and semantic web",Natasha Noy,Google,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:48:29Z,2026-09-13T15:48:52.888609+00:00,a4f47f2becca8da7a0f604b8d466169ad0b47a28d18f8a35d059d4e838de5c71,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Nicole Immorlica,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/immorlica_0648972,https://scholar.google.com/citations?user=_1hCq3UAAAAJ,https://dblp.org/pid/43/3631,"For contributions to economics and computation, including market design, auctions and social networks",Nicole Immorlica,Yale University and Microsoft Research,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:50:44Z,2026-09-13T15:48:59.102136+00:00,c06ff02452319fb6998615382add74bfd7b5340616e68538e7725250f54c168d,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Nikhil Bansal,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/bansal_3280818,https://scholar.google.com/citations?user=3Lmd6AMAAAAJ,https://dblp.org/pid/69/5601,"For contributions to the foundations of approximate and online algorithms, and their connections to mathematics",Nikhil Bansal,University of Michigan,20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:50:50Z,2026-09-13T15:49:05.692000+00:00,25f03a97b97458a0ed0b1e6fb99cc9da9926e96f289fb838b8e0cbc17ed818e2,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Phoebe Sengers,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/sengers_9454000,https://scholar.google.com/citations?user=6c5cf1wAAAAJ,https://dblp.org/pid/s/PhoebeSengers,For contributions to critically-informed human-computer interaction and design,Phoebe Sengers,"Professor, Information Science and Science & Technology Studies, Cornell",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:50:57Z,2026-09-13T15:49:11.770948+00:00,4aeb3f43530661ec7d84656bb38c378b2b481217a87f4189471cdf4d98c16c7f,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Pradeep Dubey,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/dubey_7622525,https://scholar.google.com/citations?user=-ad5RSQAAAAJ,https://dblp.org/pid/47/4438,For contributions to emerging compute- and data-intensive applications and parallel processing computer architectures,Pradeep Dubey,Intel Corporation,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:04Z,2026-09-13T15:49:18.267780+00:00,db47b729500ea12c8e72f2e4be3fe9dcfd06f629710439c9859f33b62c2c170f,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ram D Sriram,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/sriram_7289009,https://scholar.google.com/citations?user=W4t8B20AAAAJ,https://dblp.org/pid/s/RamDSriram,For contributions in building innovative computational tools and automation techniques in engineering and health care,Ram Duvvuru Sriram,National Institute of Standards and Technology,20,13,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:10Z,2026-09-13T15:49:25.404112+00:00,b389f7cac3b42b2c449cece4f70ec4d6760c355df4b115a57234b05ac2325659,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Ramon Caceres,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/caceres_2640969,https://scholar.google.com/citations?user=rWMibvIAAAAJ,https://dblp.org/pid/69/1714,For contributions to mobile and edge computing,Ramón Cáceres,Retired,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:16Z,2026-09-13T15:49:32.026252+00:00,fa495fa79af5d45a36d960e0b0f07843b923d35bbd9843452745e612564ffbcd,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Roger B. Dannenberg,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/dannenberg_3865244,https://scholar.google.com/citations?user=whacJzwAAAAJ,https://dblp.org/pid/59/6414,For contributions to the field of computer science through innovative computer music systems,Roger B. Dannenberg,"Professor of Computer Science, Carnegie Mellon University",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:23Z,2026-09-13T15:49:38.196260+00:00,8cfacb285f1165ef112f138a4b34ec6492e8a83678ad8b991692ddc32ef738f8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rolf Drechsler,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/drechsler_8411673,https://scholar.google.com/citations?user=9v_MAAIAAAAJ,https://dblp.org/pid/d/RolfDrechsler,"For contributions to foundations and applications of formal proof techniques in synthesis, test and verification.",Rolf Drechsler,"Professor at University of Bremen, Director DFKI Bremen, Germany",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:30Z,2026-09-13T15:49:45.250307+00:00,d83c6c92d8b0d1a233299c3502be77f63403a8a355fa2c43df762c78872db047,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Seffi Naor,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/naor_UK64865,https://scholar.google.com/citations?user=xGbDr7YAAAAJ,https://dblp.org/pid/n/JosephNaor,"For contributions to online, randomized, and approximation algorithms",Joseph Seffi Naor,Technion,20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:36Z,2026-09-13T15:49:52.932196+00:00,fa40993d3b5a7aeeecc298335a4dfc3ee9b0b0398053e2ae6971532561cf2f92,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Shai Ben-David,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/ben-david_N016998,https://scholar.google.com/citations?user=kezPqwoAAAAJ,https://dblp.org/pid/15/6319,For contributions to and research leadership in machine learning theory,Shai Ben-David,"Univerity of Waterloo, Canada",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:42Z,2026-09-13T15:49:59.779709+00:00,f8ede84ee90c40c6ed04f3646fa34c08151ff7082682cc0ca13b11742101806c,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Sharad Mehrotra,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/mehrotra_4191219,https://scholar.google.com/citations?user=MTZaRW4AAAAJ,https://dblp.org/pid/m/SharadMehrotra,"For contributions to the fields of data management, multimedia information retrieval, and emergency response",Sharad Mehrotra,"Distinguished Professor of Computer Science, Univ. of California, Irvine",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:48Z,2026-09-13T15:50:06.906661+00:00,4f876409c456779d6a8fd753571fbc0dc907d408d1090070d4d55772bdebfc15,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Shrikanth Narayanan,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/narayanan_9155401,https://scholar.google.com/citations?user=8EDHmYkAAAAJ,https://dblp.org/pid/19/3899,"For contributions to speech, language, multimedia processing, and affective computing and their human-centered applications",Shrikanth (Shri) Narayanan,"University Professor and Niki & Max Nikias Chair in Engineering, University of Southern California",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:51:54Z,2026-09-13T15:50:14.428691+00:00,733b0a57699d86be6310ff506ead879d974023a9663eafebae933cd646f38277,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Stefan Saroiu,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/saroiu_7427693,https://scholar.google.com/citations?user=7Z0Z6VsAAAAJ,https://dblp.org/pid/17/3782,For contributions to memory security and trusted computing,Stefan Saroiu,Microsoft,20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:01Z,2026-09-13T15:50:21.412499+00:00,f01c8221337e30116b572a109e2a3834b33f5c4ba09c5ed6421023a5cc54a6f4,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Steffen Staab,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/staab_6934268,https://scholar.google.com/citations?user=QvpcUn8AAAAJ,https://dblp.org/pid/s/SteffenStaab,"For contributions to Semantic Technologies and Web Science, and distinguished service to the ACM community",Steffen Staab,"WAIS, University of Southampton, UK & Analytic Computing, Universität Stuttgart, DE",20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:08Z,2026-09-13T15:50:28.323463+00:00,74f663d0b9a8cc9d1f4e31599e08e12ef24908427790ba10166558cd307d102e,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Sumit Gulwani,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/gulwani_6080665,https://scholar.google.com/citations?user=fZinJ_AAAAAJ,https://dblp.org/pid/g/SumitGulwani,"For contributions to AI-assisted programming for developers, data scientists, end users, and students",Sumit Gulwani,"Distinguished Scientist, Microsoft",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:15Z,2026-09-13T15:50:35.776012+00:00,f4890549c8e1de368014da0681bbcddb6f6b026d2f34f1c261ae1791e648d733,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Tim Berners-Lee,2023,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/berners-lee_8087960,,https://dblp.org/pid/b/TimBernersLee,"For inventing the World Wide Web, the first web browser, and the fundamental protocols and algorithms allowing the Web to scale",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T15:50:41.822577+00:00,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Tim Roughgarden,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/roughgarden_4934147,https://scholar.google.com/citations?user=0lcJYs8AAAAJ,https://dblp.org/pid/r/TimRoughgarden,For contributions to algorithmic game theory,Tim Roughgarden,Columbia University,20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:21Z,2026-09-13T15:50:48.389305+00:00,358cbab22ed12e2d515de313b7b44665523da1c857d2f4b968aeecccc9bd190b,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Trent Jaeger,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/jaeger_0347321,https://scholar.google.com/citations?user=LpwdzeEAAAAJ,https://dblp.org/pid/45/576,For contributions to research and education for operating systems and software security,Trent Jaeger,"Professor of Computer Science and Engineering, UC Riverside",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:28Z,2026-09-13T15:52:02.673673+00:00,5435777d5f331e20e6f69273c26d4da50c5c79b72b22d75742f9a2e1e2da34dd,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Vaughn Timothy Betz,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/betz_2947711,https://scholar.google.com/citations?user=bMdDigQAAAAJ,https://dblp.org/pid/76/1530,For contributions to the architecture and computer-aided design of field programmable gate arrays (FPGAs),Vaughn Betz,University of Toronto,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:35Z,2026-09-13T15:52:10.156986+00:00,7cdf29ba2a4eacfc9b1971b82de44eba84374f165fa191447a55000caea74401,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Vineet Bafna,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/bafna_4864611,https://scholar.google.com/citations?user=zr2I_WMAAAAJ,https://dblp.org/pid/b/VineetBafna,"For contributions to the theory, design, and implementation of bioinformatics algorithms",Vineet Bafna,"Professor of Computer Science & Engineering, UCSD",20,3,,,,2026-09-17T21:17:16-04:00,2026-09-17T00:36:50Z,2026-09-13T15:52:16.167454+00:00,74d24f6530d9f26c97855d96dcfe18fcf9594a2cdfd5f3a17a4d16ab35a2acef,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Wei-Ying Ma,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/ma_6019467,https://scholar.google.com/citations?user=SToCbu8AAAAJ,https://dblp.org/pid/m/WYMa,For leadership and contributions to web search and data mining,Wei-Ying Ma,Tsinghua University,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:49Z,2026-09-13T15:52:22.442557+00:00,38c50045533634212569a3563666a66454a07cd42c93b38b9c5ae17a47063d93,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Wenjing Lou,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/lou_1884627,https://scholar.google.com/citations?user=hM8uAwoAAAAJ,https://dblp.org/pid/73/3673,For contributions to information and network security,Wenjing Lou,"W. C. English Endowed Professor, IEEE Fellow, Virginia Tech, USA",20,20,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:52:55Z,2026-09-13T15:52:30.037695+00:00,c9f04e8d845da2f5a0220338621a8074929b779914cf096820fe950f18a39673,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Wenliang Du,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/du_5045125,https://scholar.google.com/citations?user=1aMkcasAAAAJ,https://dblp.org/pid/d/WenliangDu,For contributions to cybersecurity education and research,Wenliang Du,Syracuse University,20,19,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:53:02Z,2026-09-13T15:52:36.492000+00:00,92b9fbc1c97d50428d3925dd340819ac8131983f65401934400230245e7a61e1,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
XiaoFeng Wang,2023,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/wang_0175109,https://scholar.google.com/citations?user=pONu-5EAAAAJ,https://dblp.org/pid/06/6268,For contributions to systems security and privacy,XiaoFeng Wang,"Member, ACM SIGSAC Executive Committee",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T18:53:07Z,2026-09-13T15:52:43.693701+00:00,d6b15b30683940e4ed460e94d7d0527afb45b5f871a86e0e056b2ca670467476,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
