title,authors,year,abstract,ss_id
Fibernet: Multimode Optical Fibers for Local Computer Networks,"[{'name': 'Eric G. Rawson', 'dblp_profile': 'https://dblp.org/pid/259/3298.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1978,"Local computer networks which communicate over copper conductors have been developed both to promote resource sharing and provide increased performance. Such networks typically operate at bandwidth-length ( Bw \circ L ) products up to a few MHz \circ km . In this paper we consider the use of fiber optics in such networks, and give a status report on a star-configured fiber optic network experiment called Fibernet which operates at a Bw \circ L product of \sim 100 MHz\circ km at a data rate of 150 Mbits/s and which in its final phases will connect up to 19 stations. We compare the merits and problems of linear, ring and several star configurations, and of active versus passive networks. The packet communication protocol is discussed and network efficiency is calculated as a function of the packet length, channel capacity and network propagation time. We describe the system performance of the present Fibernet experiment, which uses a 19-port transmissive star coupler, GaAIAs injection lasers and avalanche photodiodes, and incorporates bi-phase data encoding. Power distribution inhomogeneities, observed in the output of the transmissive star coupler's mixer rod, are explained geometric-optically.",7bb422b36cafe359a060a3a695dbb34da81829c5
Ethernet: Distributed Packet Switching for Local Computer Networks,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'David R. Boggs', 'dblp_profile': 'https://dblp.org/pid/98/5887.html'}]",1976,,23099ad0212bf295683189eb569c7e7adc5d05ac
Ethernet: Distributed Packet Switching for Local Computer Networks,"[{'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1976,,23099ad0212bf295683189eb569c7e7adc5d05ac
Steady-state analysis of a slotted and controlled Aloha system with blocking,"[{'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1975,"We assume the reader is somewhat familiar with the ongoingdevelopment of Aloha techniques as described briefly in Abramson'sFJCC 7 0 paper and Roberts's SJCC72 paper. In short, an Alohasystem permits the (hopefully) occasional interference of datapacket transmissions in a multi-access channel and provides for theretransmission of lost packets after some randomly distributedinterval. The purposes behind permitting interference and providingrecovery are (1) reduced central communication control to improvereliability and (2) improved use of communication facilites underbursty loads as found in interactive computer communication. Alohatechniques are finding applicability in various communicationcontexts (e.g., satellites), but here the emphasis is onlarge populations of (potentially mobile) interactiveterminals.
Slotted. In a slotted Aloha system, all terminalsbegin their packet (re)transmissions at the ' tick of some globalclock. Slotting has been advocated by Roberts as a simple way toimprove the limiting thruput of an Aloha channel by a factor of 2.Global ticking can be implemented in a (hopefully positive) numberof ways and its feasibility is assumed in this paper. We rely onslotting to simplify our analysis, but suggest that the stabilityand control phenomena studied are characteristic of Aloha systemsin general.
Controlled. The notion of an optimal retransmission delaywas introduced by Roberts. We extend the notion to include dynamiccontrol of retransmission delay. A controlled Aloha systemhas the property that its terminals adjust their retransmissionbehavior as a function of perceived channel utilization. It will beshown that such adjustments are implementable in at least one wayand that they improve system performance under heavy loads.
Blocking and Thinking. When a user's terminal has a readypacket, it is assumed that no new packets can be generated. Theuser is said to be blocked. When a user is not blocked, heis said to be thinking. This assumption about user behaviordeparts from Abramson 's analysis and is thought to produce morerealistic solutions. Recall that Abramson (in FJCC70) modelledusers as unperturbable, realtime, Poisson sources of new packets.By adding blocking to an Aloha model, transmission delays feed back(as in real life) on the generation of transmission requests. Usersessions are said to be dilated by transmissions delays.
It is intended that think time account for (1) delays incentral system response, (2) return transmission delays, (3) realuser thinking time, and (4) type-in time. Block timeaccounts only for delays due to transmissions through themulti-access channel.
The following analysis rests on some (very) simplifyingassumptions about an Aloha system in equilibrium, in steady state.While having a large population of users tends to support oursteady-state arguments, the dynamics do indeed require moredetailed investigation.",32d7be7aa82746df8437ad5424eeb831fae3e37e
"""The stockings were hung by the chimney with care""","[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1973,"Rating: Explicit Archive Warning: No Archive Warnings Apply Category: F/M Fandom: Harry Potter J. K. Rowling Relationship: Harry Potter/Ginny Weasley Character: Harry Potter, Ginny Weasley Additional Tags: One-Shot, Erotica, Het, PWP, Romance, Bondage, canon compilant, Gags, Magic, Making Love, slow seduction, Wall Sex, year written: 2008 Collections: The Quidditch Pitch Stats: Published: 2010-09-23 Words: 1506",563b5c80ac2ccf295c394ee21d301073d5313658
An Experimental Service for Adaptable Data Reconfiguration,"[{'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}]",1972,"The ARPA computer network (ARPANET) is a nationwide network of diverse autonomous computers connected via a message-switching store-and-forward communications subnet using leased wide-band (50-kbit/s) telephone lines. A primary objective of the ARPANET is to share preexisting programs and data. Many of the difficulties of using remotely generated programs and data are found to be simple format incompatibilities requiring data manipulations like character set conversion, header prefacing and stripping, packing and unpacking of repeated data, generating counters and flags, and field transposition. The data reconfiguration service (DRS) is an attempt to provide a convenient way of performing these data manipulations in order to mediate between superficially incompatible data streams connecting existing programs in the ARPANET. Desiring to match two incompatible input-output streams, an applications programmer specifies a data stream transformation (called a form) written in the data reconfiguration language (DRL). Associating the appropriate form name with the connection between his two programs, the programmer causes the DRS to follow his instructions on how the specified data streams are to be manipulated in the communication required to make the two programs cooperate over the ARPANET. Components of the DRS include the specification of its special-purpose data reconfiguration language, a form compiler to translate forms into fast-running transformation programs, an interpreter to perform high-speed data transformations at application program run time, and a standard set of ARPANET protocols for the routine handling of connections and form specifications between operating systems.",ac17e18497f42b8a5364fd37410ad128bc94e745
Strategies for operating systems in computer networks,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1972,,51b3e1981a3ae18a34dd7d24e1246edb955731d2
Function-oriented protocols for the ARPA computer network,"[{'name': 'Stephen D. Crocker', 'dblp_profile': 'https://dblp.org/pid/96/6480.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Jonathan B. Postel', 'dblp_profile': 'https://dblp.org/pid/20/5344.html'}]",1972,"Much has been said about the mechanics of the ARPA Computer Network (ARPANET) and especially about the organization of its communications subnet. Until recently the main effort has gone into the implementation of an ARPANET user-level communications interface. Operating just above the communications subnet in ARPANET HOST Computers, this ARPANET interface is intended to serve as a foundation for the organization of function-oriented communications. See Figures 1 and 2 for our view of a computer system and the scheme for user-level process-to-process communications. It is now appropriate to review the development of protocols which have been constructed to promote particular substantive uses of the ARPANET, namely function-oriented protocols.",4a770c0c82370fecd1d7f20ea3b7c762c11dcb00
"The Data Reconfiguration Service - an experiment in adaptable, process/process communication","[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,
Some historic moments in networking,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,eee0077dcc6f2cb444ee7ff78012845f4a3c4809
Status report on proposed Data Reconfiguration Service,"[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,1c88e414aae9033400d4f6264684e8aded1e399f
Data Reconfiguration Service: An implementation specification,"[{'name': 'Robert H. Anderson', 'dblp_profile': 'https://dblp.org/pid/77/728.html'}, {'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'James Madden', 'dblp_profile': 'https://dblp.org/pid/208/6819.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Arie Shoshani', 'dblp_profile': 'https://dblp.org/pid/s/ArieShoshani.html'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}, {'name': 'David C. M. Wood', 'dblp_profile': 'https://dblp.org/pid/06/1330.html'}]",1971,,00d1268e3159d98a09095fcb86c01ae5ff535572
Socket conventions reconsidered,"[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Joel M. Winett', 'dblp_profile': 'https://dblp.org/pid/181/6341.html'}]",1971,,28631b278a9eaa0ca929a8f8c4e9ae4d9a22b4e4
"Comments on ""Byte size for connections""","[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Raj Kanodia', 'dblp_profile': 'https://dblp.org/pid/208/7306.html'}, {'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'Jonathan B. Postel', 'dblp_profile': 'https://dblp.org/pid/20/5344.html'}]",1971,,53075ffc8a0e2d085c98822111ab933850e1dc32
The Data Reconfiguration Service - Compiler/Interpreter Implementation Notes,"[{'name': 'Vinton G. Cerf', 'dblp_profile': 'https://dblp.org/pid/c/VintonGCerf.html'}, {'name': 'Eric Harslem', 'dblp_profile': 'https://dblp.org/pid/73/3176.html'}, {'name': 'John F. Heafner', 'dblp_profile': 'https://dblp.org/pid/62/6280.html'}, {'name': 'Bob Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}, {'name': 'James E. White', 'dblp_profile': 'https://dblp.org/pid/85/6253.html'}]",1971,"1. The meaning of S(#,E,,l) is only find an arbitrary number (<=256) of EBCDIC characters and store them in identifier S. This descriptor is terminated only by an invalid EBCDIC or by exceeding maximum permissible character count (256). 2. The assignment (S .<=. T) causes all attributes of identifier T to be given to S, i.e., length, type, and contents. 3. (S .<=. T || X) concatenates X onto the right-hand side of T and stores the result in S. If T and X are binary the resulting value has a length equal to the sum L(T) + L(X). 4. T(X) joins L(X) and V(X) as a built-in identifier function. T(X) = type of identifier X. L(X) = length of contents of X. V(X) = contents of X converted to binary (decimal binary is presently the only transformation). 5. New types ED and AD are EBCDIC and ASCII encoded decimal, respectively. These have been added to complement the V(X) function. 6. New type SB has been added as signed binary. Type B is a logical binary string. 7. The syntactic notation for return-from-a-form has been changed. See new syntax.",5a1f9c7cc68f081660c3882c9afd6b54cdabea25
Subject: System programmer's workshop,"[{'name': 'Robert M. Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,34d72d7d21c4137521bb926892f7ae87a652bce3
Standardization of host call letters,"[{'name': 'Abhay K. Bhushan', 'dblp_profile': 'https://dblp.org/pid/69/1841.html'}, {'name': 'Robert Metcalfe', 'dblp_profile': 'https://dblp.org/pid/69/829'}]",1971,,b44899cf6210654789d95c4a669008c35e8adb81
